,Lips Color,Mouth,Earrings,Necklace,Clothes,Hairstyle,Facial Features,Eyes,Skin Tone,Background,Face Accessories,Rarity score,Token Id
8285,Party Pink,Slight Smile,Lucky Charms,Amazonite Energy,Faux Fur Coat,Platinum Pixie,Crystal Queen,Brown To The Left,Medium Olive,Green Orange,Black Round Retro,83.45858558596095,8285
8286,Flashy Blue,Cigarette,Spikes,Golden Bib,Psychedelic Dress,Curly Ponytail,Antoinette,Green Straight,Light Medium Warm Gold,Orange Yellow,None,58.06846261479922,8286
8287,Burgundy,Stern,Silver Drops,Tutti Frutti Beads,Cherry Tee,Platinum Pixie,None,Black To The Left,Deep Warm Gold,Soft Purple,Round Glasses,58.094301918671434,8287
8288,Purple,Surprised,Triple Rings,Back To The 90s,Cabaret Corset,Boy Cut,None,Green Eye Roll,Deep Bronze,Green Purple,Black Mask,64.02442962739629,8288
8289,Flashy Blue,Whistle,60s Fantasy,Malka,Fantasy Shirt,Platinum Pixie,Heart Tattoo,Green To The Left,Deep Bronze,Green Purple,Classic Aviator WoW,85.29432216549753,8289
8290,Passion Red,Slightly Open,White Ovals,Gold Ruler,Queen's Dress,Bob,Feline Eyes,Green To The Right,Light Warm Olive,Red Turquoise,None,38.87810028274403,8290
8291,Passion Red,Slight Smile,None,Satin Choker,Psychedelic Dress,Lollipop,Red Eyeliner,Blue Eye Roll,Light Warm Yellow,Dark Purple,None,23.40516972362962,8291
8292,Burgundy,Surprised,Spikes,None,Futuristic Dress,Bun,None,Black To The Right,Deep Bronze,Green Purple,None,15.942368569661362,8292
8293,Purple,Stern,60s Fantasy,Back To The 90s,Striped Tee,Feeling Turquoise,Neck Tattoo,Brown To The Right,Light Warm Olive,Orange Yellow,Round Glasses,73.6392615562761,8293
8294,Burgundy,Whistle,None,None,Checkmate,Lollipop,Pearl Eyes,Green To The Left,Medium Gold,Blue Green,Psychedelic Sunglasses,54.561476036330305,8294
8295,Burgundy,Countryside,Lucky Charms,WoW Coin,Cherry Tee,Boy Cut,Claw Scar,Brown Straight,Light Warm Yellow,Yellow Pink,None,50.65917085028367,8295
8296,Passion Red,Countryside,Classic Hoops,Sun Keeper,Adventurer,Feeling Turquoise,Heart Tattoo,Brown To The Right,Light Warm Olive,Orange Yellow,Resting Butterfly,71.00454786948572,8296
8297,Party Pink,Slight Smile,Lightning Bolts,None,Witch Dress,Fuchsia,Eyebrow Piercing,Brown To The Right,Deep Neutral,Soft Purple,Classic Aviator WoW,66.21033124906495,8297
8298,Burgundy,Stern,Ocean Hoops,Back To The 90s,Striped Tee,Bob,None,Black To The Right,Medium Olive,Green Purple,None,30.2203205760317,8298
8299,Passion Red,Stern,Flower Power,Amazonite Energy,Faux Fur Coat,Platinum Pixie,Heart Tattoo,Green Straight,Medium Olive,Orange Yellow,Red Round Sunglasses,66.60658766036582,8299
8300,Passion Red,Countryside,White Ovals,Empress of Darkness,Adventurer,Colorful,Treble Bass Clef Tattoo,Yellow Eye Roll,Medium Gold,Purple Pink,Psychedelic Sunglasses,83.96061241883031,8300
8301,Flashy Blue,Surprised,Ocean Hoops,None,Striped Tee,Boy Cut,None,Black Eye Roll,Burning Red,Soft Purple,Red Round Sunglasses,52.7455549850062,8301
8302,Passion Red,Whistle,Spikes,Tutti Frutti Beads,80s Silk Shirt,Lucky Green,Freckles,Black To The Left,Light Warm Yellow,Green Orange,Hypnotic Glasses,69.43287677385673,8302
8303,Purple,Stern,None,Rainbow,Cabaret Corset,Colorful,Heart Tattoo,Blue Eye Roll,Light Warm Olive,Orange Yellow,Round Glasses,62.386831161582755,8303
8304,Party Pink,Whistle,None,Spike Choker,Cherry Tee,Finger Waves,Rainbow,Green To The Left,Light Medium Warm Gold,Green Orange,None,44.00254224319857,8304
8305,Burgundy,Surprised,60s Fantasy,Back To The 90s,Adventurer,Double Buns,Eyebrow Piercing,Blue To The Right,Deep Warm Gold,Red Turquoise,None,43.976189111153566,8305
8306,Passion Red,Slightly Open,Ocean Hoops,WoW Coin,Adventurer,Lucky Green,None,Blue Straight,Light Warm Yellow,Soft Purple,70s Feels,57.65863173904555,8306
8307,Burgundy,Slight Smile,Silver Drops,Back To The 90s,Striped Tee,Platinum Pixie,Rose Tattoo,Purple To The Right,Deep Warm Gold,Green Orange,Black Mask,73.83734815277154,8307
8308,Party Pink,Whistle,Ocean Hoops,Gold Ruler,Fantasy Shirt,Lucky Green,Feline Eyes,Blue Eye Roll,Light Warm Olive,Red Turquoise,None,53.2873958185595,8308
8309,Passion Red,Huh,Spikes,Tutti Frutti Beads,Queen's Dress,Lucky Green,Crystal Queen,Green Eye Roll,Light Medium Warm Gold,Orange Yellow,None,45.53477644848986,8309
8310,Purple,Surprised,White Ovals,Back To The 90s,Psychedelic Dress,Lollipop,Nose Piercing,Blue Eye Roll,Deep Neutral,Green Orange,Cateye Sunglasses,75.19771612995451,8310
8311,Party Pink,Slightly Open,60s Fantasy,None,Adventurer,Lioness,Heart Tattoo,Brown To The Right,Medium Gold,Green Purple,None,32.868554593678034,8311
8312,Flashy Blue,Stern,None,Gold Ruler,Polka Dot Top,Boy Cut,Treble Bass Clef Tattoo,Black To The Right,Medium Olive,Yellow Pink,Round Glasses,65.51684983786798,8312
8313,Passion Red,Surprised,Spikes,None,NFT Goddesses Top,None,None,Black Straight,Medium Olive,Green Purple,70s Feels,42.74096923335161,8313
8314,Passion Red,Surprised,Classic Hoops,Tutti Frutti Beads,Adventurer,Feeling Turquoise,Eyebrow Tattoo MMXXI,Heterochromia To The Right,Deep Neutral,Green Orange,None,37.92712861405788,8314
8315,Burgundy,Slight Smile,Triple Rings,Back To The 90s,Naiade,Rose Hair,None,Black Straight,Cyber Green,Green Orange,None,38.71950934490691,8315
8316,Gold,Slightly Open,Classic Hoops,Golden Flakes,Striped Tee,Boy Cut,Flashy Blue,Black To The Left,Deep Neutral,Green Orange,None,47.82612818852406,8316
8317,Space,Bubble Gum,None,None,Tuxedo,Braided Ponytail,None,Yellow Eye Roll,Light Warm Olive,Green Purple,None,34.07710369907601,8317
8318,Party Pink,Stern,None,Gold Ruler,Red Leather Jacket,Bob,Heart Tattoo,Black To The Left,Medium Gold,Green Purple,Classic Aviator WoW,65.70838762116423,8318
8319,Flashy Blue,Stern,Ocean Hoops,Golden Flakes,Little Red Dress,Bun,Freckles,Purple To The Left,Deep Warm Gold,Yellow Pink,Red Round Sunglasses,76.32029051031074,8319
8320,Party Pink,Countryside,None,WoW Coin,Adventurer,Purple Rainbow,None,Green To The Right,Cyber Green,Dark Emerald,None,42.067601867597595,8320
8321,Purple,Slightly Open,Spikes,None,Tunic,Double Buns,None,Black Eye Roll,Light Warm Yellow,Soft Purple,None,20.320999371851915,8321
8322,Purple,Slightly Open,Ocean Hoops,Tutti Frutti Beads,Polka Dot Top,Braided Ponytail,Feline Eyes,Black Eye Roll,Light Medium Warm Gold,Yellow Pink,Red Round Sunglasses,65.95267720929652,8322
8323,Passion Red,Huh,None,None,Painter's Overall,Rose Hair,None,Brown To The Right,Rainbow Bright,Green Purple,None,16.431453035346284,8323
8324,Burgundy,Slightly Open,Flower Power,None,Tuxedo,Boy Cut,Eye Scar,Green Straight,Light Warm Olive,Yellow Pink,Round Glasses,60.74922674333134,8324
8325,Gold,Stern,Triple Rings,Back To The 90s,Freedom Is Power Tee,Long Dark,None,Black Eye Roll,Medium Olive,Red Turquoise,None,41.684635942943494,8325
8326,Flashy Blue,Surprised,None,WoW Coin,Polka Dot Top,Bun,Antoinette,Brown Straight,Deep Neutral,Purple Pink,Round Glasses,65.45087160315533,8326
8327,Burgundy,Slight Smile,None,None,Tuxedo,Bob,Neck Tattoo,Yellow Eye Roll,Cyber Green,Soft Purple,Cateye Sunglasses,56.25217041011163,8327
8328,Passion Red,Whistle,Empresses Of Darkness,None,Painter's Overall,Royal,Antoinette,Black To The Right,Medium Olive,Yellow Pink,Round Glasses,55.968347499538226,8328
8329,Passion Red,Surprised,None,Tutti Frutti Beads,Fantasy Shirt,Long Dark,Eyebrow Piercing,Blue To The Left,Deep Neutral,Dark Purple,Classic Aviator WoW,54.964371739469605,8329
8330,Burgundy,Stern,None,Golden Bib,Cabaret Corset,Fuchsia,Heart Tattoo,Blue To The Right,Deep Warm Gold,Purple Pink,None,32.84872651302152,8330
8331,Passion Red,Slightly Open,Ocean Hoops,None,Checkmate,Lioness,Heart Tattoo,Brown Eye Roll,Deep Neutral,Green Purple,Red Round Sunglasses,47.68695651727592,8331
8332,Purple,Stern,Triple Rings,Tutti Frutti Beads,Adventurer,Boy Cut,Red Eyeliner,Brown To The Right,Light Warm Yellow,Pink Pastel,None,39.201586604403964,8332
8333,Passion Red,Surprised,Triple Rings,None,Adventurer,Retro,None,Brown To The Left,Deep Bronze,Red Turquoise,None,11.623628900008836,8333
8334,Burgundy,Slight Smile,Classic Hoops,None,Emerald Elven Cape,Bob,Antoinette,Green Eye Roll,Medium Gold,Yellow Pink,None,27.6250484165019,8334
8335,Burgundy,Slightly Open,Yam's Fave,None,Witch Dress,Boy Cut,None,Green Straight,Medium Olive,Yellow Pink,Classic Aviator WoW,54.53510772037142,8335
8336,Passion Red,Bubble Gum,WoW Coins,Tutti Frutti Beads,Adventurer,Cotton Candy,Antoinette,Brown To The Left,Light Warm Olive,Yellow Pink,None,45.61392629071713,8336
8337,Passion Red,Slightly Open,Silver Drops,Back To The 90s,Fantasy Shirt,Natural Red,Red Eyeliner,Blue To The Left,Light Warm Olive,Dark Emerald,None,32.459047328020986,8337
8338,Party Pink,Slight Smile,Lightning Bolts,WoW Coin,Faux Fur Coat,Curly Ponytail,Antoinette,Green To The Right,Deep Warm Gold,Green Purple,On Fire,85.51224278409177,8338
8339,Flashy Blue,Whistle,Pizza Lovers,Satin Choker,Cherry Tee,Platinum Pixie,Eyebrow Piercing,Green To The Right,Light Warm Olive,Dark Emerald,None,54.23174997947383,8339
8340,Burgundy,Slight Smile,Classic Hoops,Wolf Pendant,Polka Dot Top,None,None,Blue Eye Roll,Medium Olive,Yellow Pink,None,39.5516175632581,8340
8341,Burgundy,Slightly Open,Spikes,Wolf Pendant,Cabaret Corset,Bob,Cyber Warrior,Green Straight,Deep Warm Gold,Yellow Pink,None,45.620567567923274,8341
8342,Purple,Stern,60s Fantasy,Malka,Painter's Overall,Fuchsia,Freckles,Heterochromia Straight,Medium Olive,Orange Yellow,Hypnotic Glasses,77.9514141302602,8342
8343,Flashy Blue,Surprised,Silver Drops,Sun Keeper,Red Leather Jacket,Royal,Nose Piercing,Blue To The Left,Burning Red,Blue Green,None,51.64971148478672,8343
8344,Passion Red,Slightly Open,Pearls,Malka,White Tee,Bun,Rose Tattoo,Black Straight,Medium Gold,Dark Emerald,Black Mask,64.67837112640858,8344
8345,Passion Red,Slight Smile,Classic Hoops,Satin Choker,Little Red Dress,Lollipop,Freckles,Blue To The Left,Deep Warm Gold,Dark Purple,None,33.799686955774284,8345
8346,Passion Red,Countryside,WoW Coins,WoW Coin,Faux Fur Coat,Lioness,Eyebrow Piercing,Brown Eye Roll,Light Warm Yellow,Blue Green,Black Mask,72.86678220679141,8346
8347,Burgundy,Slightly Open,WoW Coins,Satin Choker,Little Red Dress,Braided Ponytail,Heart Tattoo,Black Eye Roll,Light Medium Warm Gold,Green Purple,Oversized Statement Sunglasses,70.57519865550634,8347
8348,Purple,Huh,WoW Coins,Golden Flakes,Red Leather Jacket,Silver,Eyebrow Tattoo MMXXI,Black To The Left,Deep Neutral,Yellow Pink,None,52.57424285305423,8348
8349,Passion Red,Bubble Gum,Pearls,Golden Flakes,Little Red Dress,Boy Cut,Freckles,Blue Eye Roll,Light Warm Olive,Green Purple,None,41.71767459281949,8349
8350,Flashy Blue,Cigarette,None,None,Warrior Armor,Fuchsia,None,Yellow Straight,Deep Warm Gold,Blue Green,None,26.9381752552113,8350
8351,Burgundy,Cigarette,Lucky Charms,Golden Flakes,White Tee,Fuchsia,Elven Warrior,Brown To The Right,Deep Warm Gold,Pink Pastel,Black Mask,84.0331005125143,8351
8352,Purple,Whistle,None,Golden Flakes,Painter's Overall,Silver,Freckles,Green To The Right,Medium Gold,Pink Pastel,Red Round Sunglasses,67.70935245248573,8352
8353,Purple,Slight Smile,Yam's Fave,Spike Choker,White Tee,Rose Hair,Rainbow,Blue To The Right,Light Warm Olive,Orange Yellow,Round Glasses,74.22031276000472,8353
8354,Burgundy,Slightly Open,None,Spike Choker,White Tee,Fuchsia,Marilyn,Blue To The Right,Light Medium Warm Gold,Dark Purple,Black Round Retro,62.736840985111385,8354
8355,Purple,Slight Smile,Flower Power,Satin Choker,Cherry Tee,Boy Cut,Eyebrow Tattoo MMXXI,Brown To The Left,Deep Warm Gold,Blue Green,None,43.8374771208468,8355
8356,Burgundy,Surprised,Triple Rings,Amazonite Energy,Striped Tee,Rose Hair,Heart Tattoo,Brown To The Left,Medium Olive,Yellow Pink,Round Glasses,70.27147569242496,8356
8357,Burgundy,Cigarette,None,Rainbow,Cherry Tee,Lioness,Rainbow,Yellow Straight,Light Warm Olive,Yellow Pink,Oversized Statement Sunglasses,71.55264033563434,8357
8358,Passion Red,Slight Smile,Ocean Hoops,None,Emerald Elven Cape,Retro,Neck Tattoo,Green To The Right,Deep Neutral,Pink Pastel,None,24.90423715802762,8358
8359,Passion Red,Cigarette,60s Fantasy,None,Emerald Elven Cape,Retro,Red Eyeliner,Black To The Left,Light Warm Yellow,Dark Purple,Red Round Sunglasses,57.771038839308666,8359
8360,Burgundy,Cigarette,None,Satin Choker,Polka Dot Top,Long Dark,Treble Bass Clef Tattoo,Brown To The Right,Burning Red,Yellow Pink,Black Round Retro,74.99958858917209,8360
8361,Passion Red,Whistle,Spikes,Tutti Frutti Beads,Psychedelic Dress,Platinum Pixie,Feline Eyes,Blue Straight,Deep Bronze,Soft Purple,70s Feels,66.77162239773668,8361
8362,Burgundy,Stern,None,Wolf Pendant,Cherry Tee,Fuchsia,Red Eyeliner,Brown To The Right,Deep Warm Gold,Blue Green,None,32.135489677679594,8362
8363,Burgundy,Slightly Open,Yam's Fave,Tutti Frutti Beads,Faux Fur Coat,Bun,Nose Piercing,Brown Straight,Light Warm Olive,Yellow Pink,None,43.15066604899144,8363
8364,Purple,Countryside,Triple Rings,Amazonite Energy,Adventurer,Feeling Turquoise,Eye Scar,Black Eye Roll,Deep Bronze,Pink Pastel,Resting Butterfly,78.57864520947732,8364
8365,Passion Red,Whistle,None,Wolf Pendant,Painter's Overall,Braided Ponytail,Antoinette,Green Straight,Medium Olive,Orange Yellow,None,32.12235241620512,8365
8366,Flashy Blue,Cigarette,Lucky Charms,WoW Coin,Little Red Dress,Lioness,Red Eyeliner,Blue Eye Roll,Light Warm Olive,Yellow Pink,None,57.60620618251999,8366
8367,Passion Red,Whistle,White Ovals,Gold Ruler,Freedom Is Power Tee,Braided Ponytail,Eyebrow Tattoo MMXXI,Brown Straight,Burning Red,Pink Pastel,70s Feels,79.08730144341224,8367
8368,Passion Red,Slightly Open,60s Fantasy,Golden Flakes,White Tee,Bun,Rainbow,Green To The Right,Light Warm Yellow,Purple Pink,Hypnotic Glasses,67.54428865253955,8368
8369,Party Pink,Surprised,WoW Coins,Malka,White Tee,Fuchsia,Elven Warrior,Blue Eye Roll,Light Warm Olive,Green Orange,Psychedelic Sunglasses,82.73882304139971,8369
8370,Flashy Blue,Whistle,60s Fantasy,None,Warrior Armor,Braided Ponytail,None,Brown Eye Roll,Deep Neutral,Orange Yellow,None,35.054372997476534,8370
8371,Purple,Huh,Triple Rings,Satin Choker,Fantasy Shirt,Finger Waves,Rainbow,Black To The Left,Light Warm Yellow,Yellow Pink,None,45.58740210961283,8371
8372,Passion Red,Whistle,Ocean Hoops,Back To The 90s,Cherry Tee,Natural Red,Freckles,Brown Straight,Deep Bronze,Green Purple,Black Round Retro,68.34332057570457,8372
8373,Party Pink,Slightly Open,Silver Drops,Tutti Frutti Beads,Cherry Tee,Finger Waves,Flashy Blue,Blue Straight,Light Warm Olive,Pink Pastel,None,48.58554225732884,8373
8374,Gold,Stern,WoW Coins,WoW Coin,Striped Tee,Purple Rainbow,Sunset,Green Eye Roll,Light Medium Warm Gold,Green Purple,None,56.747820144882,8374
8375,Passion Red,Slightly Open,WoW Coins,Back To The 90s,Fantasy Shirt,Retro,Antoinette,Heterochromia To The Right,Light Warm Yellow,Pink Pastel,Black Round Retro,69.84229092178103,8375
8376,Purple,Slight Smile,60s Fantasy,Gold Ruler,Queen's Dress,Natural Red,Nose Piercing,Green To The Left,Light Medium Warm Gold,Dark Purple,None,45.09873509131014,8376
8377,Purple,Whistle,None,None,Checkmate,Rose Hair,Nose Piercing,Black Eye Roll,Light Warm Yellow,Soft Purple,Red Round Sunglasses,47.66712382095471,8377
8378,Party Pink,Slightly Open,None,Amazonite Energy,Freedom Is Power Tee,Boy Cut,Feline Eyes,Black Straight,Cyber Green,Purple Pink,Classic Aviator WoW,70.07994451309325,8378
8379,Purple,Slightly Open,None,WoW Coin,Cherry Tee,Silver,Marilyn,Brown To The Right,Deep Neutral,Dark Emerald,None,33.52231513013389,8379
8380,Purple,Stern,Triple Rings,None,Warrior Armor,Fuchsia,Heart Tattoo,Brown To The Right,Burning Red,Purple Pink,70s Feels,58.31897808028498,8380
8381,Passion Red,Countryside,Queen's Emeralds,None,Red Leather Jacket,Lioness,Rainbow,Black Eye Roll,Medium Olive,Blue Green,Red Round Sunglasses,53.42585090885426,8381
8382,Passion Red,Countryside,Triple Rings,Amazonite Energy,White Tee,None,Antoinette,Green Straight,Light Warm Yellow,Dark Emerald,Round Glasses,70.11310468134147,8382
8383,Passion Red,Surprised,None,Sun Keeper,Little Red Dress,Fuchsia,Marilyn,Purple Straight,Deep Bronze,Purple Pink,None,24.930613391266938,8383
8384,Purple,Surprised,Silver Drops,Satin Choker,Little Red Dress,Finger Waves,Freckles,Yellow To The Left,Light Warm Olive,Orange Yellow,Classic Aviator WoW,73.34872076749247,8384
8385,Flashy Blue,Slightly Open,Classic Hoops,Satin Choker,Cabaret Corset,Bob,Freckles,Blue To The Left,Light Medium Warm Gold,Soft Purple,None,45.00630269789596,8385
8386,Purple,Stern,None,None,Checkmate,Fuchsia,Antoinette,Blue Eye Roll,Deep Neutral,Green Orange,On Fire,48.31424967331997,8386
8387,Passion Red,Whistle,Classic Hoops,None,Checkmate,Fuchsia,Red Blue Bolt,Heterochromia To The Right,Medium Olive,Orange Yellow,None,29.995817468783866,8387
8388,Passion Red,Whistle,60s Fantasy,Tutti Frutti Beads,Adventurer,Curly Ponytail,Neck Tattoo,Green Straight,Deep Neutral,Purple Pink,70s Feels,72.97901428418106,8388
8389,Passion Red,Slightly Open,WoW Coins,Rainbow,Cherry Tee,Colorful,Claw Scar,Green To The Right,Medium Olive,Yellow Pink,None,41.98845863798475,8389
8390,Purple,Slight Smile,None,Satin Choker,Gala Dress,Retro,Antoinette,Brown To The Left,Burning Red,Blue Green,Oversized Statement Sunglasses,67.40562222760897,8390
8391,Burgundy,Countryside,Triple Rings,None,Futuristic Dress,Double Buns,None,Green Straight,Deep Neutral,Soft Purple,On Fire,58.96610196062389,8391
8392,Party Pink,Surprised,Pearls,None,Adventurer,Boy Cut,Red Eyeliner,Blue To The Left,Deep Bronze,Green Orange,None,29.216640697618658,8392
8393,Burgundy,Slight Smile,None,Amazonite Energy,Little Red Dress,Natural Red,None,Green Eye Roll,Deep Neutral,Purple Pink,None,26.39670029302271,8393
8394,Gold,Stern,Lucky Charms,None,Warrior Armor,Boy Cut,None,Black To The Left,Light Warm Yellow,Dark Purple,Classic Aviator WoW,59.943486840205985,8394
8395,Burgundy,Surprised,Pearls,Golden Flakes,Gala Dress,Cotton Candy,Claw Scar,Purple Straight,Deep Bronze,Dark Purple,70s Feels,76.22788915457699,8395
8396,Purple,Stern,Classic Hoops,None,Warrior Armor,Finger Waves,Feline Eyes,Green To The Right,Light Warm Olive,Blue Green,Round Glasses,56.43036420284633,8396
8397,Passion Red,Slight Smile,Triple Rings,Satin Choker,70s Shirt,Lollipop,Feline Eyes,Purple Eye Roll,Light Warm Yellow,Red Turquoise,None,35.07422484947327,8397
8398,Passion Red,Cigarette,Flower Power,None,Futuristic Dress,Fuchsia,Feline Eyes,Black Eye Roll,Deep Neutral,Dark Emerald,None,26.409777446324608,8398
8399,Party Pink,Stern,None,Spike Choker,Queen's Dress,Long Dark,Red Eyeliner,Green To The Left,Medium Olive,Green Purple,70s Feels,67.96027143581924,8399
8400,Passion Red,Slight Smile,60s Fantasy,Wolf Pendant,Fantasy Shirt,Bun,Claw Scar,Brown To The Left,Deep Warm Gold,Green Purple,None,40.608301557537175,8400
8401,Flashy Blue,Stern,Pizza Lovers,None,Futuristic Dress,Lioness,Sunset,Yellow Eye Roll,Light Medium Warm Gold,Yellow Pink,Black Round Retro,69.41294303138011,8401
8402,Party Pink,Slightly Open,Triple Rings,Wolf Pendant,Painter's Overall,Long Dark,Crystal Queen,Black To The Left,Deep Warm Gold,Green Purple,Black Mask,79.56916141539577,8402
8403,Burgundy,Stern,Pizza Lovers,Amazonite Energy,Red Leather Jacket,Bun,Crystal Queen,Black Eye Roll,Deep Neutral,Purple Pink,Round Glasses,73.79775540447223,8403
8404,Purple,Surprised,Queen's Emeralds,Sun Keeper,Freedom Is Power Tee,Royal,Sunset,Black To The Left,Medium Gold,Blue Green,Classic Aviator WoW,76.53162202573101,8404
8405,Gold,Cigarette,White Ovals,WoW Coin,70s Shirt,Lucky Green,Claw Scar,Black Eye Roll,Medium Gold,Green Purple,Classic Aviator WoW,94.05700712442896,8405
8406,Passion Red,Slight Smile,Ocean Hoops,None,Checkmate,Bun,Red Eyeliner,Black To The Left,Light Warm Yellow,Dark Emerald,Psychedelic Sunglasses,46.174744562980074,8406
8407,Purple,Slightly Open,None,Gold Ruler,Fantasy Shirt,Retro,Antoinette,Black Straight,Light Medium Warm Gold,Dark Purple,None,30.933612903881517,8407
8408,Passion Red,Slight Smile,Flower Power,None,Psychedelic Dress,Finger Waves,Flashy Blue,Yellow Eye Roll,Deep Warm Gold,Green Purple,Oversized Statement Sunglasses,56.509873981740014,8408
8409,Flashy Blue,Cigarette,Pearls,None,Freedom Is Power Tee,Cotton Candy,Heart Tattoo,Black Straight,Burning Red,Purple Pink,None,42.298920633514335,8409
