,Lips Color,Mouth,Earrings,Clothes,Hairstyle,Implants,Facial Features,Eyes,Skin Tone,Background,Necklace,Face Accessories,Champion,Guardian,Rarity score,Token Id
14928,Unstoppable,Down To Business,Spiralhani,Gold Spacesuit,Yellow Curls,Gold Plaques,None,Laser Left,Golden,Wave,Traveler,Truth Vision Monocle,None,None,63.39800819143453,15583
14929,Universe,Huh But Gold,Hexa,Cairys Suit,Rebel,Gold Plaques,Bioluminescent Scar,Binary Green Eye Roll,Cool Blue,Pink V,None,None,None,None,31.208565770514817,15584
14930,Rust,Down To Business,None,Neoprene Bodysuit,Creative Freedom,Space Crystals,Unseen Protector,Hypnotic Right,Deep Neutral,Pink V,Seeker,Pilot Goggles,None,None,47.91792287613237,15585
14931,Passion,Little Smile,Candy Gem Cuff,Bomber Jacket,Disruptor,Emerald Printed Circuit,Fast Healing Stitches,Hypnotic Eye Roll,Deep Neutral,Interferences,None,Truth Vision Monocle,None,None,35.48529831952205,15586
14932,Blue,Huh But Gold,Spiralhani,Astrosuit,Yellow Curls,Gold Plaques,Moon Lava,Binary Green Left,Deep Bronze,Yellow Squares,Creators,None,None,None,40.12281558857788,15587
14933,Rust,Surprised,Bar Combo,Rebel Harness,Cyber Mint,Emerald Printed Circuit,Healing Band,Flame Straight,Medium Gold,Purple Blue Spikes,None,None,None,None,7.8707463579211865,15588
14934,Deep Green,Huh But Gold,Spiralhani,Jungle Guard,Super Rainbow,Pink Network,None,Flame Left,Cyber Green,Yellow Squares,Elixir,Ultraglasses,None,None,71.58045691705819,15589
14935,Bicolor,Munching,Recycled,New Era Dress,Cyber Mint,Alu Threads,None,Ice Left,Light Warm Olive,Retro Blue,Creators,Positive Vision,None,None,61.91319705360565,15590
14936,Blue,Surprised,Geometric Neons,Bomber Jacket,Bald And Bold,Steel Force Bindings,Child Of Sun,Laser Left,Deep Warm Gold,Green Blue Circles,None,Queen Of The Desert,None,None,35.31315027520872,15591
14937,Bicolor,Down To Business,Bar Combo,Moon Robe,Cyber Mint,Alu Threads,Smokey Purple,Rainbow Glass Right,Deep Warm Gold,Pink V,None,Pilot Goggles,None,None,43.046583082741215,15592
14938,Passion,Down To Business,Lunar Rings,Streestyle Body,Street Updo,Gold Plaques,None,Deep Sentient Left,Light Warm Yellow,Retro Blue,Color Party,Ultraglasses,None,None,50.51629715355651,15593
14939,Peachy,Huh But Gold,Lunar Rings,Pilot,Rebel,Alu Threads,Unseen Protector,Binary Green Right,Medium Olive,Purple Blue Spikes,Traveler,None,None,None,45.40036848227389,15594
14940,Rust,Alien Gum,None,Blazer,Yellow Curls,Alu Threads,None,Rainbow Glass Left,Deep Neutral,Yellow Squares,Yela,Isil,None,None,52.6736206984826,15595
14941,Passion,Down To Business,Ice Shards,Scavenger,Enchanted Turban,Alu Threads,Cosmos Birthmark,Hypnotic Right,Deep Neutral,Yellow Green Stripes,Protection Pendant,None,None,None,37.123609068862415,15596
14942,Passion,Kiss,Balanced Planets,Moon Robe,Happy Buns,Alu Threads,Triple Brow Scar,Hypnotic Right,Cool Blue,Interferences,None,Weather Goggles,None,None,45.098963950048756,15597
14943,Passion,Slightly Open,Double Gold Hoops,Neon Party Pink,Street Updo,Alu Threads,Bioluminescent Scar,Laser Straight,Light Warm Yellow,Purple Blue Spikes,Protection Pendant,Queen Of The Desert,None,None,58.07479528943871,15598
14944,Unstoppable,Huh But Gold,Hexa,Neon Party Pink,Big Burgundy,Copper Plating,Child Of Sun,Hypnotic Straight,Deep Warm Gold,Orange Lava,Color Party,Positive Vision,None,None,71.15277203105961,15599
14945,Peachy,Surprised,Bar Combo,New Era Dress,Street Updo,Alu Threads,Purple Beauty Piercing,Golden Cyborg Left,Deep Warm Gold,Yellow Squares,Power of Dhahab,None,None,None,34.57088426942755,15600
14946,Unstoppable,Munching,Recycled,Rebel Harness,Street Updo,Steel Force Bindings,Triple Brow Scar,Laser Left,Light Medium Warm Gold,Purple Blue Spikes,None,None,None,None,18.51751471735177,15601
14947,Blue,Surprised,Geometric Neons,Fiery Corset,Shiny Ice Queen,Gold Plaques,Punktron,Hypnotic Straight,Deep Bronze,Retro Blue,Mars Metal,Nomad,None,None,56.743329092806626,15602
14948,Blue,Down To Business,None,Ambassador Attire,Energy,Gems,Blue Bridge,Ice Left,Deep Bronze,Cross,None,Ultraglasses,None,None,32.97561824121576,15603
14949,Passion,Down To Business,Spiralhani,New Era Dress,Shades Of Red,Gems,Blue Bridge,Rainbow Glass Right,Cool Blue,Orange Lava,Power of Dhahab,None,None,None,33.24746924139051,15604
14950,Bicolor,Health Meter,None,Astrosuit,Rebel,Emerald Printed Circuit,Healing Band,Ice Eye Roll,Medium Gold,Green Blue Circles,None,None,None,None,23.155015445025313,15605
14951,Rust,Little Smile,Balanced Planets,New Era Dress,Shades Of Red,Gold Plaques,Purple Beauty Piercing,Flame Right,Light Warm Olive,Yellow Squares,Color Party,None,None,None,27.899955062093873,15606
14952,Rust,Little Smile,Hexa,Astrosuit,Shades Of Red,Steel Force Bindings,Child Of Sun,Rainbow Glass Straight,Light Warm Yellow,Purple Blue Spikes,None,None,None,None,8.85535457608699,15607
14953,Rust,Huh But Gold,None,Fiery Corset,Shiny Ice Queen,Steel Force Bindings,Holographic Tattoo,Hypnotic Right,Medium Gold,Pink V,Gem Keeper,Queen Of The Desert,None,None,57.39430604075453,15608
14954,Rust,Slightly Open,Rainbow Steel,Astrosuit,Might And Pride,Steel Force Bindings,Triple Brow Scar,Laser Eye Roll,Light Warm Olive,Pink V,Silver Moth,None,None,None,26.85088988030503,15609
14955,Rust,Down To Business,Hexa,Moon Robe,Might And Pride,Space Crystals,Heating Power Tattoo,Hypnotic Right,Cool Blue,W For WoW,None,None,None,None,10.983046748733365,15610
14956,Universe,Kiss,Balanced Planets,Pilot,Scarlet Power,Alu Threads,Blue Bridge,Hypnotic Right,Light Warm Olive,Retro Blue,Elixir,Truth Vision Monocle,None,None,68.9874634970974,15611
14957,Bicolor,Surprised,Geometric Neons,Cryptography Tunic,Lava Flow,Copper Plating,Green Cleo,Flame Eye Roll,Cyber Green,Wave,Seeker,Isil,None,None,64.05969972636221,15612
14958,Universe,Munching,Signal Scrambler,Neoprene Bodysuit,Scarlet Power,Emerald Printed Circuit,Holographic Tattoo,Flame Eye Roll,Rainbow Bright,Wave,Traveler,None,None,None,50.66177128692048,15613
14959,Deep Green,Munching,Ancient Knowledge,Cryptography Tunic,Synthetic Purple,Pink Network,Phynx,Laser Left,Light Warm Olive,Purple Blue Spikes,Color Party,Ultraglasses,None,None,67.82276574229262,15614
14960,Deep Green,Munching,Double Gold Hoops,Sand Queen,Superior Ponytail,Emerald Printed Circuit,Feathers Of Resilience,Laser Straight,Light Warm Yellow,Wave,Hexagon Field,Truth Vision Monocle,None,None,69.01167440420248,15615
14961,Passion,Munching,Spiralhani,Pilot,Superior Ponytail,Gems,None,Deep Sentient Straight,Deep Bronze,Yellow Green Stripes,Rings Of Force,Nomad,None,None,58.55360815016073,15616
14962,Passion,Kiss,Rainbow Steel,Butterfly Tamer,Might And Pride,Copper Plating,None,Ice Right,Deep Warm Gold,Yellow Green Stripes,Gem Keeper,Isil,None,None,58.71499322979683,15617
14963,Peachy,Huh But Gold,Star Diamonds,Neon Party Pink,Might And Pride,Alu Threads,Fast Healing Stitches,Ice Straight,Light Warm Yellow,Pink V,Mars Metal,Isil,None,None,71.2307758346598,15618
14964,Passion,Little Smile,Star Diamonds,Jungle Guard,Asymetric Style,Pink Network,Healing Band,Hypnotic Straight,Cool Blue,Interferences,Elixir,Ultraglasses,None,None,61.72494291294727,15619
14965,Unstoppable,Slightly Open,Signal Scrambler,Cryptography Tunic,Superior Ponytail,Copper Plating,Fast Healing Stitches,Ice Straight,Light Warm Olive,Interferences,Protection Pendant,Isil,None,None,58.84676573898018,15620
14966,Blue,Little Smile,Spiralhani,Cairys Suit,Cyber Mint,Gems,Healing Band,Laser Eye Roll,Medium Gold,Wave,None,Isil,None,None,35.571386130198654,15621
14967,Passion,Slightly Open,Bar Combo,Fiery Corset,Hypersonic,Gold Plaques,Blossoming Tears,Laser Left,Cool Blue,Yellow Green Stripes,Protection Pendant,None,None,None,32.86816982257607,15622
14968,Blue,Slightly Open,Double Gold Hoops,Bomber Jacket,Shades Of Red,Space Crystals,Blue Bridge,Hypnotic Straight,Medium Olive,Interferences,None,Isil,None,None,34.99300279625009,15623
14969,Bicolor,Slightly Open,Geometric Neons,Neon Party Pink,Super Rainbow,Space Crystals,Punktron,Laser Eye Roll,Medium Olive,Orange Lava,Color Party,Eye Patch,None,None,65.18406330609497,15624
14970,Unstoppable,Munching,Recycled,Rebel Harness,Street Updo,Gems,Child Of Sun,Rainbow Glass Right,Deep Neutral,Green Blue Circles,None,Ultraglasses,None,None,45.06397102280313,15625
14971,Rust,Munching,Star Diamonds,Rebel Harness,Lava Flow,Copper Plating,Blue Bridge,Hypnotic Left,Golden,Yellow Squares,None,Got Attitude,None,None,42.231581827409286,15626
14972,Rust,Surprised,None,New Era Dress,Lava Flow,Steel Force Bindings,None,Ice Right,Cool Blue,Green Blue Circles,None,Weather Goggles,None,None,29.46813456718828,15627
14973,Peachy,Slightly Open,Spines,Neptune Ward,Cyber Mint,Pink Network,Fast Healing Stitches,Laser Right,Light Warm Yellow,Yellow Squares,None,None,None,None,16.984306332002607,15628
14974,Passion,Kiss,Double Gold Hoops,Ambassador Attire,Synthetic Purple,Pink Network,None,Laser Eye Roll,Light Medium Warm Gold,Orange Lava,None,Truth Vision Monocle,None,None,37.76097162510707,15629
14975,Passion,Little Smile,Unlocking Wisdom,Star Hunter,Rebel,Space Crystals,Triple Brow Scar,Rainbow Glass Straight,Medium Olive,Cross,None,Visored Mask,None,None,42.922981816137685,15630
14976,Unstoppable,Surprised,Star Diamonds,Streestyle Body,Big Burgundy,Gems,Fast Healing Stitches,Hypnotic Eye Roll,Deep Neutral,Cross,Yela,Nomad,None,None,60.58171807199534,15631
14977,Deep Green,Surprised,Recycled,Moon Robe,Big Burgundy,Emerald Printed Circuit,None,Ice Eye Roll,Light Warm Yellow,W For WoW,None,AR Glasses,None,None,43.08156184348819,15632
14978,Unstoppable,Kiss,Geometric Neons,Scavenger,Talisman,Emerald Printed Circuit,Healing Band,Laser Straight,Light Warm Yellow,Wave,Silver Moth,None,None,None,43.23230603676432,15633
14979,Passion,Little Smile,Hexa,Fiery Corset,Might And Pride,Space Crystals,Heating Power Tattoo,Hypnotic Straight,Light Medium Warm Gold,Interferences,None,Visored Mask,None,None,39.232449507058455,15634
14980,Blue,Alien Gum,None,Cairys Suit,Street Updo,Steel Force Bindings,Eyebrow Stars,Ice Right,Deep Neutral,Pink V,None,Queen Of The Desert,None,None,40.10923491290481,15635
14981,Blue,Little Smile,Hexa,Pilot,Street Updo,Steel Force Bindings,Punktron,Flame Right,Deep Warm Gold,Yellow Green Stripes,Power of Dhahab,None,None,None,33.672474164871126,15636
14982,Passion,Slightly Open,Spiralhani,Cryptography Tunic,Superior Ponytail,Gold Plaques,Unseen Protector,Ice Eye Roll,Medium Gold,Green Blue Circles,Seeker,Positive Vision,None,None,54.36012263918185,15637
14983,Passion,Sandstorm Mask,None,Neoprene Bodysuit,Happy Buns,Gold Plaques,Triple Brow Scar,Hypnotic Straight,Night Goddess,Pink V,Creators,Nomad,None,None,62.65831047307133,15638
14984,Unstoppable,Little Smile,Spines,Streestyle Body,Superior Ponytail,Pink Network,Bioluminescent Scar,Flame Straight,Light Warm Olive,Yellow Green Stripes,Power of Dhahab,Pilot Goggles,None,None,63.14784869729251,15639
14985,Rust,Kiss,Double Gold Hoops,New Era Dress,Scarlet Power,Space Crystals,Blue Bridge,Rainbow Glass Eye Roll,Light Warm Yellow,Purple Blue Spikes,Rings Of Force,None,None,None,33.6348386289764,15640
14986,Bicolor,Kiss,Recycled,Sand Queen,Shades Of Red,Gold Plaques,Fast Healing Stitches,Golden Cyborg Straight,Light Warm Olive,Green Blue Circles,Yela,None,None,None,39.76772908230136,15641
14987,Blue,Down To Business,Spiralhani,Bomber Jacket,Creative Freedom,Pink Network,Triple Brow Scar,Ice Straight,Deep Bronze,Interferences,None,The Groove,None,None,36.03400352847177,15642
14988,Unstoppable,Slightly Open,Wave Harnesser,Neoprene Bodysuit,Energy,Steel Force Bindings,Child Of Sun,Flame Left,Rainbow Bright,Purple Blue Spikes,Protection Pendant,Truth Vision Monocle,None,None,64.089296754848,15643
14989,Rust,Kiss,Geometric Neons,Sand Queen,Superior Ponytail,Copper Plating,Phynx,Ice Eye Roll,Light Medium Warm Gold,Purple Blue Spikes,Silver Moth,None,None,None,29.24756871595426,15644
14990,Blue,Kiss,Geometric Neons,Lyrium Dress,Creative Freedom,Steel Force Bindings,Unseen Protector,Laser Straight,Medium Gold,Yellow Green Stripes,None,None,None,None,14.40459151753603,15645
14991,Deep Green,Surprised,Bar Combo,Fiery Corset,Street Updo,Alu Threads,Bioluminescent Scar,Deep Sentient Left,Medium Olive,Yellow Green Stripes,Seeker,Ultraglasses,None,None,63.629337509941905,15646
14992,Bicolor,Little Smile,None,Streestyle Body,Street Updo,Gold Plaques,Fast Healing Stitches,Flame Eye Roll,Medium Gold,Yellow Green Stripes,Synthetic Thorns,Nomad,None,None,57.68208390081996,15647
14993,Unstoppable,Kiss,Bar Combo,Lyrium Dress,Enchanted Turban,Alu Threads,Racer Mark,Binary Green Eye Roll,Deep Warm Gold,Retro Blue,None,Positive Vision,None,None,49.771268211505095,15648
14994,Peachy,Little Smile,None,Astrosuit,Fuchsia Spirit,Gems,Phynx,Laser Eye Roll,Light Medium Warm Gold,Cross,Protection Pendant,None,None,None,32.05043082212641,15649
14995,Rust,Little Smile,Lunar Rings,Pilot,Might And Pride,Steel Force Bindings,Eyebrow Stars,Golden Cyborg Left,Deep Warm Gold,Purple Blue Spikes,Yela,None,None,None,26.41241745991333,15650
14996,Unstoppable,Huh But Gold,Spines,Neoprene Bodysuit,Talisman,Pink Network,Holographic Tattoo,Deep Sentient Left,Deep Neutral,Interferences,Protection Pendant,None,None,None,46.9228428576548,15651
14997,Bicolor,Munching,Rainbow Steel,Pilot,Sugar Rush,Emerald Printed Circuit,Fast Healing Stitches,Flame Eye Roll,Deep Warm Gold,Wave,Silver Moth,Isil,None,None,66.29763033028794,15652
14998,Peachy,Slightly Open,Recycled,Sea Urchin Coat,Shades Of Red,Gold Plaques,Cosmos Birthmark,Deep Sentient Right,Medium Olive,Wave,Creators,None,None,None,41.60227620269694,15653
14999,Peachy,Munching,None,Holographic Hoodie,Yellow Curls,Gems,Punktron,Deep Sentient Left,Deep Bronze,W For WoW,None,None,None,None,20.661435068511764,15654
15000,Unstoppable,Health Meter,Bar Combo,Lyrium Dress,Synthetic Purple,Gems,None,Deep Sentient Left,Deep Warm Gold,Interferences,None,The Groove,None,None,47.20781516668981,15655
15001,Peachy,Slightly Open,Recycled,New Era Dress,Sugar Rush,Space Crystals,Triple Brow Scar,Laser Straight,Deep Bronze,Pink V,Elixir,None,None,None,33.075304776461024,15656
15002,Bicolor,Sandstorm Mask,Bar Combo,Blazer,Fuchsia Spirit,Gold Plaques,Fast Healing Stitches,Ice Left,Light Warm Yellow,Retro Blue,Gem Keeper,None,None,None,45.24433843980941,15657
15003,Rust,Down To Business,Spines,Pilot,Yellow Curls,Steel Force Bindings,Cosmos Birthmark,Laser Eye Roll,Light Warm Yellow,Wave,Elixir,Ultraglasses,None,None,53.61235683093697,15658
15004,Bicolor,Slightly Open,Wave Harnesser,Cryptography Tunic,Rebel,Steel Force Bindings,Eyebrow Stars,Ice Straight,Deep Warm Gold,W For WoW,Elixir,None,None,None,36.70934893572073,15659
15005,Rust,Health Meter,Spines,Lyrium Dress,Hypersonic,Gems,None,Laser Right,Medium Gold,Purple Blue Spikes,None,Nomad,None,None,38.188685590432044,15660
15006,Blue,Down To Business,Lunar Rings,Lyrium Dress,Energy,Gems,Healing Band,Binary Green Left,Deep Neutral,Yellow Green Stripes,None,None,None,None,13.409326499391716,15661
15007,Rust,Little Smile,Spiralhani,Neoprene Bodysuit,Asymetric Style,Alu Threads,Racer Mark,Hypnotic Left,Medium Olive,Yellow Squares,Silver Moth,None,None,None,27.09296110589459,15662
15008,Peachy,Little Smile,Ancient Knowledge,Star Hunter,Scarlet Power,Copper Plating,Blossoming Tears,Ice Right,Deep Bronze,Retro Blue,Silver Moth,Isil,None,None,64.65144451521493,15663
15009,Rust,Little Smile,Candy Gem Cuff,Holographic Hoodie,Hypersonic,Pink Network,Unseen Protector,Flame Right,Light Warm Yellow,Wave,None,None,None,None,11.816963914017165,15664
15010,Blue,Alien Gum,Wave Harnesser,Neon Party Pink,Energy,Space Crystals,Feathers Of Resilience,Ice Left,Medium Gold,Orange Lava,Rings Of Force,None,None,None,45.257819345886276,15665
15011,Deep Green,Kiss,Spines,Streestyle Body,Fuchsia Spirit,Alu Threads,Child Of Sun,Rainbow Glass Left,Medium Gold,Orange Lava,Seeker,None,None,None,44.975354534345485,15666
15012,Universe,Slightly Open,Lunar Rings,Scavenger,Happy Buns,Copper Plating,WoW Tattoo,Laser Eye Roll,Rainbow Bright,Green Blue Circles,Seeker,None,None,None,43.75686137694229,15667
15013,Rust,Little Smile,Rainbow Steel,Streestyle Body,Sugar Rush,Pink Network,Eyebrow Stars,Binary Green Right,Rainbow Bright,Wave,Elixir,None,None,None,30.640974610139,15668
15014,Passion,Slightly Open,Star Diamonds,Cryptography Tunic,Scarlet Power,Space Crystals,WoW Tattoo,Binary Green Eye Roll,Cyber Green,Orange Lava,Potion Seller,The Groove,None,None,62.01275636875791,15669
15015,Rust,Kiss,Spiralhani,Lyrium Dress,Sugar Rush,Gold Plaques,None,Hypnotic Right,Cool Blue,Retro Blue,None,Isil,None,None,32.64479190141697,15670
15016,Passion,Surprised,Spiralhani,Blazer,Sugar Rush,Steel Force Bindings,Triple Brow Scar,Golden Cyborg Left,Deep Bronze,Yellow Squares,Color Party,Isil,None,None,54.569932542277755,15671
15017,Rust,Surprised,Double Gold Hoops,Sand Queen,Scarlet Power,Copper Plating,Phynx,Binary Green Left,Medium Olive,Yellow Green Stripes,None,None,None,None,5.947561822967696,15672
15018,Bicolor,Slightly Open,Recycled,Ambassador Attire,Creative Freedom,Alu Threads,Fast Healing Stitches,Flame Straight,Light Warm Yellow,Cross,None,Positive Vision,None,None,41.88990942153753,15673
15019,Rust,Kiss,Spines,Lyrium Dress,Fuchsia Spirit,Copper Plating,Fast Healing Stitches,Rainbow Glass Eye Roll,Light Medium Warm Gold,Orange Lava,None,None,None,None,13.86126603734034,15674
15020,Rust,Down To Business,Spines,Moon Robe,Cyber Mint,Space Crystals,Child Of Sun,Hypnotic Eye Roll,Light Warm Yellow,Yellow Squares,None,None,None,None,6.073877514448498,15675
15021,Deep Green,Surprised,Geometric Neons,Jungle Guard,Sugar Rush,Copper Plating,Green Cleo,Binary Green Eye Roll,Night Goddess,Yellow Green Stripes,Mars Metal,None,None,None,45.053390173710625,15676
15022,Bicolor,Little Smile,Balanced Planets,Butterfly Tamer,Might And Pride,Space Crystals,Child Of Sun,Deep Sentient Left,Light Warm Yellow,Cross,Gem Keeper,None,None,None,40.59624157608822,15677
15023,Rust,Surprised,Lunar Rings,Cairys Suit,Talisman,Steel Force Bindings,Feathers Of Resilience,Binary Green Right,Burning Red,Interferences,None,None,None,None,10.022729408777527,15678
15024,Passion,Kiss,Lunar Rings,Butterfly Tamer,Shiny Ice Queen,Gold Plaques,Phynx,Golden Cyborg Right,Cyber Green,Cross,Protection Pendant,None,None,None,39.929160913556224,15679
15025,Rust,Kiss,Geometric Neons,Fiery Corset,Scarlet Power,Steel Force Bindings,None,Hypnotic Eye Roll,Light Warm Olive,Retro Blue,Power of Dhahab,The Groove,None,None,50.72343348511056,15680
15026,Universe,Huh But Gold,Recycled,Bomber Jacket,Sugar Rush,Alu Threads,Turquoise,Ice Eye Roll,Medium Gold,Yellow Squares,None,Positive Vision,None,None,51.39054535811961,15681
15027,Rust,Little Smile,Bar Combo,Cryptography Tunic,Synthetic Purple,Steel Force Bindings,Fast Healing Stitches,Ice Eye Roll,Light Medium Warm Gold,Interferences,Rings Of Force,None,None,None,27.03648273317914,15682
15028,Blue,Down To Business,Geometric Neons,New Era Dress,Hypersonic,Gold Plaques,Lightning Within,Hypnotic Straight,Light Warm Olive,Cross,Silver Moth,Positive Vision,None,None,58.73112301445769,15683
15029,Rust,Munching,Spiralhani,Lyrium Dress,Synthetic Purple,Alu Threads,Blue Bridge,Hypnotic Right,Deep Neutral,Yellow Green Stripes,None,None,None,None,10.11147988353204,15684
