,item,tattoo,mouth,hair,eyes,skin,body,tail,main,background,mustache,glasses,mask,hat,Rarity score,Token Id
5967,None,None,zero shaped mouth,super messy,soft eyes,yellow,styled body hug,stripped tail,main,bg #10,None,None,None,None,0.7409872610671343,5968
5968,None,None,happy mouth,soft dark,tired eyes,yellow,pink long sleeve,sandy tail,main,bg #4,None,None,None,None,1.2104148748672914,5969
5969,None,None,big gum,messy,angry thunder eyes,black,chest plate,pinky messy tail,main,bg #11,None,None,None,None,1.6872772759068115,5970
5970,None,None,robot mouth,realistic,luminous eyes,black,realistic singlet,tail alive,main,bg,None,None,None,None,2.1420691571466923,5971
5971,None,None,super happy,soft dark,tired eyes,black,black coat,tail alive,main,bg #7,None,None,None,None,2.7068839931558184,5972
5972,None,None,smoking,light grey,anime eyes,zombie,ash striped,pinky striped tail,main,bg #7,None,None,None,None,1.8486412115155029,5973
5973,None,None,dot,realistic,mixed eyeballs,fair,green striped singlet,thief striped tail,main,bg #6,None,None,None,None,2.2447142214264693,5974
5974,None,None,smoking,light grey,crying eyes,white,jacket with bow tie,sandy tail,main,bg #7,None,None,None,None,1.4305166453862503,5975
5975,None,None,sad mouth,super messy,angry thunder eyes,zombie, red mario coat,realistic tail,main,bg #8,None,None,None,None,1.5918595133958133,5976
5976,None,None,happy mouth,realistic,dark eyes,fair,red hood dress,double tail,main,bg #9,None,None,None,None,1.4965059747531368,5977
5977,None,None,flat mouth,realistic,devil eyes,white,black coat,stripped tail,main,bg #7,None,None,None,None,1.3864661688758964,5978
5978,None,None,big dot,realistic,eyeball left,zombie,'hi' text shirt,stripped tail,main,bg #11,None,None,None,None,1.8412927995596944,5979
5979,None,None,indecisive,light grey,dark eyes,white,golden stripped,robot tail,main,bg #1,None,None,None,None,0.7702892999959515,5980
5980,None,None,robot mouth,messy,soft eyes,black,classic pyjamas,golden stripped tail,main,bg #2,None,None,None,None,2.2301616794768337,5981
5981,None,None,bored,light grey,slight thunder eyes,black,classic pyjamas,stripped tail,main,bg #4,None,None,None,None,1.9587779338646194,5982
5982,None,None,O shaped mouth,realistic,dark eyes,yellow,robotic t-shirt,golden stripped tail,main,bg #3,None,None,None,None,1.2177317055360513,5983
5983,None,None, tied mouth,realistic,crying eyes,zombie,robotic t-shirt,golden stripped tail,main,bg #8,None,None,None,None,1.8485706450905373,5984
5984,None,None,zero shaped mouth,soft dark,eyeball left,yellow,brown singlet,pinky striped tail,main,bg #3,None,None,None,None,1.3938219569450996,5985
5985,None,None,bored,super messy,tired eyes,black,robotic suit,golden tail,main,bg #7,None,None,None,None,1.8780211917182938,5986
5986,None,None,bored,super messy,crying eyes,white,'pro' text  long sleeve,double tail,main,bg #4,None,None,None,None,0.65285683148837,5987
5987,None,None,flat mouth,super messy,chasis eyes,yellow,green striped singlet,pinky striped tail,main,bg #8,None,None,None,None,0.7116241466708285,5988
5988,None,None, tied mouth,realistic,crying eyes,black,'sad' text shirt,devil tail,main,bg #4,None,None,None,None,2.208025855785927,5989
5989,None,None,super happy,messy,devil eyes,fair,'hi' text shirt,stripped tail,main,bg rainy,None,None,None,None,1.8780148634650198,5990
5990,None,None,happy mouth,realistic,soft eyes,black,mock neck,cactus green stripped tail,main,bg rainy,None,None,None,None,2.2007395752181895,5991
5991,None,None,gum,messy,tired eyes,fair,green mario coat,realistic tail,main,bg #3,None,None,None,None,1.826742368502934,5992
5992,None,None,sneaky happy mouth,soft dark,luminous eyes,fair,squid game suit,robot tail,main,bg #1,None,None,None,None,1.9660884303532942,5993
5993,None,None,L shaped mouth,super messy,luminous eyes,zombie,pink long sleeve,sandy tail,main,bg #5,None,None,None,None,1.1664065383756668,5994
5994,None,None,sneaky happy mouth,realistic,tired eyes,fair,chest plate,double tail,main,bg #5,None,None,None,None,2.083436643557973,5995
5995,None,None,bored,realistic,golden eyes,black,body hug,tail alive,main,bg #9,None,None,None,None,1.8706738310996678,5996
5996,None,None,big gum,messy,crying eyes,zombie,chest plate,double tail,main,bg #6,None,None,None,None,1.4744649472373579,5997
5997,None,None,O shaped mouth,realistic,luminous eyes,white,mock neck,multi stripped tail,main,bg #1,None,None,None,None,1.2983494176648585,5998
5998,None,None,classic mouth,realistic,eyeball left,white,styled body hug,realistic tail,main,bg #8,None,None,None,None,1.3351051920046846,5999
5999,None,None,bored,soft dark,little eyes,white,golden stripped,inverted tail,main,bg #8,None,None,None,baseball helmet,45.764241465963025,6000
6000,None,None,super happy,super messy,tired eyes,yellow,mock neck,suoer pointed tail],main,bg #10,None,None,None,classic chef hat,45.23622871323105,6001
6001,None,None,zero shaped mouth,messy,tired eyes,zombie,messy,golden stripped tail,main,bg #8,None,None,None,graduation cap,46.40975511934352,6002
6002,None,None,L shaped mouth,soft dark,tired eyes,black,squid game suit,sandy tail,main,bg #10,None,None,None,workers helmet,46.196952277206194,6003
6003,None,None,super happy,realistic,soft eyes,fair,red hood dress,suoer pointed tail],main,bg #8,None,None,None,green mario hat,46.475706562640255,6004
6004,None,None,super happy,light grey,soft eyes,yellow,single striped,inverted tail,main,bg #8,None,None,None,astro helmet,45.72024891738859,6005
6005,None,None,sad mouth,light grey,chasis eyes,yellow,robot,devil tail,main,bg #1,None,None,None,baseball helmet,45.14813408656704,6006
6006,None,None,big sad mouth,super messy,golden eyes,black, red mario coat,pinky messy tail,main,bg #5,None,None,None,chef hat,45.932890631908606,6007
6007,None,None,flat mouth,light grey,dark eyes,zombie,robot,cowboy tail,main,bg rainy,None,None,None,cow boy hat,45.70557314542933,6008
6008,None,None,bored,soft dark,soft eyes,yellow,'sad' text shirt,cactus green stripped tail,main,bg #7,None,None,None,green mario hat,45.991699000527845,6009
6009,None,None,big dot,soft dark,tired eyes,fair,ash striped,pinky messy tail,main,bg #3,None,None,None,horns,46.952500504354525,6010
6010,None,None,vampire,light grey,devil eyes,fair,nurse coat,robot tail,main,bg #6,None,None,None,baseball helmet,45.74224781373635,6011
6011,None,None,smoking,light grey,anime eyes,black,brown singlet,pinky messy tail,main,bg #9,None,None,None,magic hat,46.49778340927073,6012
6012,None,None,big gum,messy,devil eyes,fair,single striped,sandy tail,main,bg #9,None,None,None,halo,45.78632882296241,6013
6013,None,None,zero shaped mouth,messy,soft eyes,fair,realistic singlet,pinky messy tail,main,bg #3,None,None,None,cow boy hat,46.10899876821948,6014
6014,None,None,sneaky happy mouth,light grey,sneaky peeky eyes,yellow,green mario coat,devil tail,main,bg #11,None,None,None,cap,45.08212262111561,6015
6015,None,None,zero shaped mouth,messy,little eyes,fair,golden armor,pointed and messy tail,main,bg #10,None,None,None,green mario hat,46.20441654321629,6016
6016,None,None,super flat mouth,messy,little eyes,zombie,golden stripped,multi stripped tail,main,bg rainy,None,None,None,warrior helmet,45.720226798926426,6017
6017,None,None,flat mouth,realistic,mixed eyeballs,white,black coat,double tail,main,bg #4,None,None,None,green mario hat,45.778939341211824,6018
6018,None,None,classic mouth,soft dark,slight thunder eyes,yellow,astro suit,realistic tail,main,bg,None,None,None,cow boy hat,46.182384985874634,6019
6019,None,None,L shaped mouth,soft dark,soft eyes,zombie,green mario coat,suoer pointed tail],main,bg #11,None,None,None,halo,45.456244113524,6020
6020,None,None,big dot,messy,dark eyes,white,doctor coat,pointed and messy tail,main,bg #11,None,None,None,warrior helmet,45.24345075507393,6021
6021,None,None,L shaped mouth,light grey,golden eyes,black,viking jacket,golden stripped tail,main,bg #11,None,None,None,warrior helmet,45.79362880299732,6022
6022,None,None,vampire,super messy,mixed eyeballs,zombie,green mario coat,suoer pointed tail],main,bg #7,None,None,None,magic hat,46.00631895828894,6023
6023,None,None,super happy,light grey,little eyes,white,'hi' text shirt,cactus green stripped tail,main,bg #7,None,None,None,cap,46.21901438014449,6024
6024,None,None,big sad mouth,realistic,chasis eyes,black,astro suit,cactus green stripped tail,main,bg #11,None,None,None,classic chef hat,46.46838869667621,6025
6025,None,None,vampire,messy,golden eyes,fair,brown singlet,stripped tail,main,bg #3,None,None,None,noel hat,46.12369034002858,6026
6026,None,None,robot mouth,light grey,angry thunder eyes,fair,realistic singlet,tail alive,main,bg #9,None,None,None,noel hat,45.22141077660364,6027
6027,None,None,sneaky happy mouth,light grey,tired eyes,zombie,chest plate,tail alive,main,bg #10,None,None,None,red mario hat,45.764253047899295,6028
6028,None,None,vampire,messy,devil eyes,white,'sad' text shirt,golden stripped tail,main,bg #9,None,None,None,durag (gangster hat),45.470876705664885,6029
6029,None,None,vampire,light grey,dark eyes,fair, king jacket,realistic tail,main,bg #6,None,None,None,nurse hat,45.94773593665096,6030
6030,None,None,O shaped mouth,messy,tired eyes,white,robotic t-shirt,double tail,main,bg #6,None,None,None,halo,45.02335320570853,6031
6031,None,None,O shaped mouth,realistic,eyeball left,black, king jacket,cowboy tail,main,bg rainy,None,None,None,warrior helmet,46.98921730604225,6032
6032,None,None,bored,super messy,soft eyes,fair,'pro' text  long sleeve,cowboy tail,main,bg #4,None,None,None,luffy hat,45.72024365121978,6033
6033,None,None,super flat mouth,super messy,angry thunder eyes,yellow,doctor coat,stripped tail,main,bg #1,None,None,None,chef hat,44.81074940491712,6034
6034,None,None,bored,super messy,sneaky peeky eyes,black,'hi' text shirt,double tail,main,bg #9,None,None,None,chef hat,46.13837769044706,6035
6035,None,None,classic mouth,super messy,mixed eyeballs,black,purple striped,stripped tail,main,bg,None,None,None,durag (gangster hat),46.62242947683993,6036
6036,None,None,cute sad mouth,messy,eyeball left,yellow,ash striped,cowboy tail,main,bg rainy,None,None,None,horns,45.81558874162853,6037
6037,None,None,super happy,realistic,soft eyes,white,doctor coat,thief striped tail,main,bg,None,None,None,astro helmet,45.998965281902855,6038
6038,None,None,classic mouth,light grey,angry thunder eyes,fair,golden armor,inverted tail,main,bg #8,None,None,None,astro helmet,45.76421091854883,6039
6039,None,None,dot,realistic,dark eyes,fair,green striped singlet,sandy tail,main,bg #7,None,None,None,nurse hat,46.40975617937336,6040
6040,None,None,weird mouth,messy,dark eyes,black,single striped,golden stripped tail,main,bg #5,None,None,None,hppdie,46.24104804023953,6041
6041,None,None,O shaped mouth,light grey,angry thunder eyes,fair,styled body hug,suoer pointed tail],main,bg #3,None,None,None,halo,45.57354704802909,6042
6042,None,None,zero shaped mouth,messy,crying eyes,yellow,purple striped,stripped tail,main,bg #3,None,None,None,cow boy hat,46.07233147460341,6043
6043,None,None,happy mouth,super messy,golden eyes,zombie,doctor coat,devil tail,main,bg #1,None,None,None,workers helmet,45.17743928401178,6044
6044,None,None,dot,light grey,luminous eyes,yellow,viking jacket,cowboy tail,main,bg #9,None,None,None,workers helmet,45.47081246512247,6045
6045,None,None,big gum,soft dark,slight thunder eyes,zombie,single striped,robot tail,main,bg #1,None,None,None,astro helmet,46.46847082994384,6046
6046,None,None,bored,realistic,slight thunder eyes,fair,astro suit,inverted tail,main,bg #9,None,None,None,durag (gangster hat),46.22638174556656,6047
6047,None,None,happy mouth,messy,luminous eyes,black,chest plate,golden stripped tail,main,bg #2,None,None,None,noel hat,46.26303746807266,6048
6048,None,None,super happy,messy,angry thunder eyes,white,jacket with bow tie,sandy tail,main,bg #1,None,None,None,cap,45.39753262091628,6049
6049,None,None,sneaky happy mouth,soft dark,eyeball left,black,'sad' text shirt,stripped tail,main,bg #5,None,None,None,horns,46.85724598035371,6050
6050,None,None,L shaped mouth,realistic,anime eyes,white,robotic suit,sandy tail,main,bg #11,None,None,None,red mario hat,45.49281558467841,6051
6051,None,None,cross shaped mouth,messy,soft eyes,white,robotic t-shirt,realistic tail,main,bg #2,None,None,None,cow boy hat,45.441552552462184,6052
6052,None,None,sneaky happy mouth,realistic,golden eyes,yellow,green mario coat,stripped tail,main,bg #7,None,None,None,durag (gangster hat),45.61758909922251,6053
6053,None,None,gum,realistic,eyeball left,yellow,robotic t-shirt,stripped tail,main,bg #6,None,None,None,baseball helmet,45.184774011752076,6054
6054,None,None,dot,super messy,little eyes,yellow,'pro' text  long sleeve,pinky messy tail,main,bg #7,None,None,None,noel hat,45.47090830568066,6055
6055,None,None,vampire,messy,chasis eyes,white,viking jacket,suoer pointed tail],main,bg rainy,None,None,None,halo,44.95735122141558,6056
6056,None,None,dot,messy,golden eyes,yellow,messy,sandy tail,main,bg #4,None,None,None,halo,45.12613307687666,6057
6057,None,None,L shaped mouth,soft dark,golden eyes,white,chest plate,stripped tail,main,bg #6,None,None,None,hppdie,45.24343811879756,6058
6058,None,None,classic mouth,realistic,crying eyes,fair,black coat,realistic tail,main,bg #8,None,None,None,cow boy hat,46.61514320204096,6059
6059,None,None,sad mouth,messy,luminous eyes,zombie,green mario coat,sandy tail,main,bg #11,None,None,None,noel hat,45.500204018173754,6060
6060,None,None,big gum,messy,dark eyes,white,messy,pinky striped tail,main,bg #2,None,None,None,magic hat,45.162805644722,6061
6061,None,None,sneaky happy mouth,messy,eyeball left,zombie,brown singlet,cowboy tail,main,bg #9,None,None,None,workers helmet,46.16768604719796,6062
6062,None,None,big sad mouth,realistic,little eyes,white,classic pyjamas,suoer pointed tail],main,bg #3,None,None,None,nurse hat,45.85226447020246,6063
6063,None,None,bored,light grey,anime eyes,fair,realistic singlet,sandy tail,main,bg #6,None,None,None,horns,45.40485575518278,6064
6064,None,None,super flat mouth,soft dark,golden eyes,fair,stylish pyjamas,pinky messy tail,main,bg #5,None,None,None,hppdie,46.218965943245074,6065
6065,None,None,big sad mouth,light grey,sneaky peeky eyes,black,nurse coat,cowboy tail,main,bg #9,None,None,None,workers helmet,46.35102362398698,6066
6066,None,None,robot mouth,realistic,chasis eyes,zombie,'sad' text shirt,pointed and messy tail,main,bg #11,None,None,None,workers helmet,46.05030413422704,6067
6067,None,None, tied mouth,light grey,golden eyes,white,robotic t-shirt,inverted tail,main,bg #7,None,None,None,horns,45.05275425461679,6068
6068,None,None,O shaped mouth,messy,dark eyes,black, king jacket,golden stripped tail,main,bg #4,None,None,None,chef hat,46.47578975435723,6069
6069,None,None,indecisive,messy,slight thunder eyes,white,red hood dress,robot tail,main,bg #2,None,None,None,baseball helmet,45.78624774103197,6070
6070,None,None,happy mouth,messy,anime eyes,white,green mario coat,golden tail,main,bg #4,None,None,None,luffy hat,45.008693252011724,6071
6071,None,None,vampire,messy,sneaky peeky eyes,yellow,mock neck,sandy tail,main,bg #2,None,None,None,workers helmet,45.44153149355571,6072
6072,None,None,dot,light grey,eyeball left,black,messy,cactus green stripped tail,main,bg #10,None,None,None,classic chef hat,46.182364976329744,6073
6073,None,None,big sad mouth,soft dark,slight thunder eyes,zombie,stylish pyjamas,realistic tail,main,bg rainy,None,None,None,graduation cap,46.490422349026886,6074
