,Background,Revamped,Clothes,Tattoo,Shape,Mask,Item,Hair,Base,Aura,Hat,Experience,Level,Rarity score,Token Id
6862,Shooting Stars,False,Kimono - Sunflower,Emoticon,Minimal Frame,Painted Lion Mask,Sakura Branch,Yellow,Espresso,None,Bucket Hat White,0.0,1.0,80.11194396353126,6862
6863,Red,False,Sweater - Black and Orange,Heart 7,Circle Frame,Hype Red Mask,Yellow Katana,Yellow,Beige,Night,Bucket Hat Black,0.0,1.0,79.64995351634153,6863
6864,Japanese Motif - Yellow,False,Lab Coat,Flame,Square Frame,Elder Skull,Red Scythe,Red,Beige,Light,None,None,None,36.15797706149869,6864
6865,Pixel - Day on an Island,True,Hoodie - One Shoulder Lotus,Constellation,Minimal Frame,Fox Mask - Kintsugi,Red Monkey Staff,Black,Beige,None,Hat - Painted,None,None,52.73442422237977,6865
6866,Japanese Motif - Yellow,False,Hoodie - One Shoulder Fire,Seven,Minimal Frame,Mascot - UwU cat,None,White,Porcelain,Night,None,0.0,1.0,58.65234980214037,6866
6867,Painted Brush,None,Sweater - One Shoulder Cherry Blossoms,No Tattoo,Square Frame,Red-eyed Owl,Gold Chef Knife,Orange-Red,Beige,No Aura,Hat - HERO hat,None,None,61.595982224479386,6867
6868,Painted Brush,False,Lab Coat,Star,Circle Frame,Full Face Mask - Red Stop,None,Orange-Red,Espresso,None,Hat - Painted,None,None,25.05804127765272,6868
6869,Pixel - Piano in a Sea,False,Hoodie - One Shoulder Lotus,None,Circle Frame,Painted Black Mask,Black Scythe,Yellow,Porcelain,None,Bucket Hat Yellow,None,None,23.53328385522073,6869
6870,Colorful Clouds,False,Shirt 7 - White,None,Square Frame,Hype Black Mask,Dark Chef Knife,Orange-Red,Porcelain,None,Rice Hat - Sunflower,0.0,1.0,64.75003971263021,6870
6871,Colorful Clouds,False,Sweater - Cherry Blossoms,Crossed Out,Circle Frame,Game Helmet - Shiba Inu,Dark Chef Knife,White,Beige,None,None,0.0,1.0,72.88583604934763,6871
6872,Colorful Clouds,True,Sweater - Black and Orange,Star,Minimal Frame,Sevens Japanese Mask,Metal Monkey Staff,Red,Porcelain,None,Bucket Hat Yellow,0.0,1.0,93.67916875662893,6872
6873,Red,False,Sweater - One Shoulder Red Demon,None,Square Frame,Game Helmet - Shiba Inu,Metal Pipe,White,Porcelain,None,None,0.0,1.0,58.33134045595874,6873
6874,Painted Brush,False,Sweater - Black and Orange,None,Square Frame,Motorcycle Helmet - Roughed,None,Red,Espresso,Light,None,None,None,8.315530185186793,6874
6875,Red,True,Sweater - Cherry Blossoms,None,Square Frame,Lightning Mask,None,Black,Espresso,Light,Bucket Hat White Kumo Motif,0.0,1.0,71.31589321771744,6875
6876,Light Blue,True,Sweater - Black and Orange,None,Circle Frame,Painted Black Mask,Metal Pipe,Yellow,Golden,Night,Bucket Hat Akuma,None,None,36.23833735496787,6876
6877,Light Blue,False,Shirt - Taped Banana,None,Circle Frame,Motorcycle Helmet - Black,Banana,Yellow,Porcelain,None,None,0.0,1.0,57.89952070127343,6877
6878,Pixel - Piano in a Sea,None,Bomber - Black,Flame,Minimal Frame,Beak Mask - Metal,Gold Pipe,Yellow,Porcelain,Light,Rice Hat - Sunflower,None,None,58.69008807751796,6878
6879,Pixel - Piano in a Sea,False,Shirt - Isekai Postal,None,Circle Frame,Hype Red Mask,None,White,Porcelain,Light,Bucket Hat Yellow,0.0,1.0,58.38783635728656,6879
6880,Bananaz!,False,Sweater - Space,Seven,Minimal Frame,Beak Mask - Metal,Yellow Katana,Orange-Red,Porcelain,None,Hat - Emoticon White,0.0,1.0,78.94840693639713,6880
6881,Red,None,Sweater - One Shoulder Cherry Blossoms,Black Flames,Circle Frame,Game Helmet - Silhouette,No Item,Red,Golden,No Aura,No Hat,None,None,60.086282455218274,6881
6882,Night Sky,False,Shirt 7 - White,Star,Minimal Frame,Emoticon Owl,None,Orange-Red,Porcelain,Night,Rice Hat - Sunflower,None,None,23.055517624298393,6882
6883,Shooting Stars,False,Shirt - Sevens Block,Attached Diamonds,Square Frame,Game Helmet - Shiba Inu,None,Yellow,Porcelain,Night,None,0.0,1.0,59.75492695611848,6883
6884,Japanese Motif - Blue,False,Shirt - Japanese Black,None,Square Frame,Scarred Skull,None,Orange-Red,Porcelain,None,Hat - 7 White,0.0,1.0,51.9789975108201,6884
6885,Pixel - Piano in a Sea,None,Shirt - Isekai Postal,No Tattoo,Minimal Frame,Full Face Mask - Red Stop,Dark Katana,White,Espresso,No Aura,Hat - Emoticon White,None,None,62.08381570864856,6885
6886,Light Blue,False,Shirt - Japanese Black,None,Minimal Frame,Demon Fire Mask,Metal Pipe,White,Golden,Night,Beanie - Black,None,None,22.45612368219976,6886
6887,Night Sky,False,Bomber - White and Blue,None,Circle Frame,Hype Red Mask,None,Black,Espresso,Night,Bucket Hat White,0.0,1.0,52.16769235506656,6887
6888,Colorful Clouds,False,Shirt 7 - White,None,Circle Frame,Mascot - UwU cat,Metal Monkey Staff,Black,Golden,Light,None,None,None,19.89909570811941,6888
6889,Bananaz!,False,Shirt - Taped Banana,None,Circle Frame,Sevens Japanese Mask,None,White,Beige,Night,Straw Hat,0.0,1.0,52.04088461237678,6889
6890,Red,False,Bomber - Black,None,Circle Frame,Beak Mask - Metal,None,Black,Porcelain,No Aura Plain,Bucket Hat Akuma,0.0,1.0,57.64588195699821,6890
6891,Night Sky,False,Bomber - White and Blue,Crossed Out,Minimal Frame,Hype Red Mask,Red Scythe,White,Espresso,Night,Bucket Hat Yellow,0.0,1.0,78.26270144684753,6891
6892,Japanese Motif - Pink,False,Hoodie - Emoticon,None,Minimal Frame,Scarred Skull,Red Space Fork,Yellow,Porcelain,Night,Rice Hat - Gold,None,None,23.75209570652285,6892
6893,Pixel - Day on an Island,False,Hoodie - Fire Heart,None,Minimal Frame,Mascot - Shiba Inu,Black Scythe,Orange-Red,Beige,None,None,None,None,16.93576007483861,6893
6894,Red,None,Kimono - Blue Green,No Tattoo,Circle Frame,LED Japanese Mask,Banana,Orange-Red,Espresso,No Aura,Bucket Hat Official,None,None,60.686397619824476,6894
6895,Japanese Motif - Pink,False,Sweater - Space,None,Square Frame,Akuma Half Mask - White,Red Katana,Black,Porcelain,None,Rice Hat - Shadow,0.0,1.0,66.04605241161468,6895
6896,Red,None,Bomber - Black,No Tattoo,Square Frame,Mascot - Shiba Inu,No Item,Red,Golden,Night,No Hat,None,None,48.10810607247946,6896
6897,Japanese Motif - Yellow,None,Bomber - Black,No Tattoo,Circle Frame,Motorcycle Helmet - White,No Item,Orange-Red,Porcelain,Night,No Hat,None,None,48.951592195133095,6897
6898,Bananaz!,False,Shirt - Taped Banana,None,Square Frame,Kaiju Mecha Mask - White,Black Scythe,White,Porcelain,Night,Straw Hat,None,None,23.4979631774247,6898
6899,Night Sky,False,Shirt - Painted Tee,None,Square Frame,Mecha Bird - Seagull,None,Red,Porcelain,Night,None,None,None,3.2479895314899268,6899
6900,Red,False,Hoodie - Painted,None,Square Frame,Mascot - Shiba Inu,Dark Katana,Yellow,Espresso,No Aura Plain,None,None,None,22.06427725928168,6900
6901,Red,False,Shirt - Painted Tee,Black Flames,Square Frame,Full Face Mask - Double Line,None,White,Beige,No Aura Plain,Beanie - Black,0.0,1.0,73.28750192474389,6901
6902,Shooting Stars,False,Bomber - Golden,Sakura Petal,Circle Frame,Lightning Mask,None,Black,Porcelain,None,Bucket Hat Yellow,0.0,1.0,67.41821844811048,6902
6903,Pixel - Piano in a Sea,False,Hoodie - Sunflowers,None,Minimal Frame,Mascot - Shiba Inu,Red Space Fork,Black,Beige,Light,None,0.0,1.0,65.28380146300735,6903
6904,Night Sky,False,Hoodie - Painted,None,Minimal Frame,Elder Skull,Yellow Katana,White,Espresso,None,Rice Hat - Shadow,0.0,1.0,65.24829555025525,6904
6905,Japanese Motif - Blue,True,Hoodie - One Shoulder Yin Yang,None,Minimal Frame,Game Helmet - Shiba Inu,None,White,Beige,No Aura Plain,None,None,None,22.67308782512049,6905
6906,Night Sky,False,Hoodie - One Shoulder Yin Yang,None,Circle Frame,LED Japanese Mask,None,Red,Porcelain,None,Bucket Hat Akuma,None,None,10.140326704978884,6906
6907,Red,False,Sweater - One Shoulder Blue Demon,None,Square Frame,Lion - Fire Breath,Metal Pipe,Red,Beige,Light,Beanie - Orange,None,None,28.77857708841819,6907
6908,Shooting Stars,True,Sweater - Kintsugi,Constellation,Square Frame,Petrified Skull,None,Yellow,Golden,None,Rice Hat - Sunflower,0.0,1.0,80.05102337667844,6908
6909,Japanese Motif - Pink,False,Shirt 7 - Black,Crossed Out,Circle Frame,Petrified Demon Mask,None,Black,Beige,None,Bucket Hat Official,0.0,1.0,64.58268691965834,6909
6910,Japanese Motif - Pink,False,Shirt - Painted Tee,Emoticon,Circle Frame,Sevens Japanese Mask,None,Black,Golden,None,Bucket Hat Yellow,0.0,1.0,66.0258416083676,6910
6911,Bananaz!,False,Shirt 7 - Black,None,Circle Frame,Lion - Fire Mustache,None,Orange-Red,Golden,Night,Bucket Hat Red SH777SH,None,None,9.200269505072537,6911
6912,Pixel - Piano in a Sea,False,Shirt 7 - Black,None,Minimal Frame,Lightning Mask,None,Orange-Red,Porcelain,None,Bucket Hat Red SH777SH,None,None,9.042214137205926,6912
6913,Painted Brush,False,Shirt - Japanese Black,None,Circle Frame,Painted Owl mask,Metal Monkey Staff,Red,Beige,None,Bucket Hat White,None,None,21.744320880926317,6913
6914,Colorful Clouds,False,Bomber - White and Blue,None,Minimal Frame,Full Face Mask - ???,None,Orange-Red,Beige,Night,Beanie - Gray,None,None,11.685719064244644,6914
6915,Japanese Motif - Blue,False,Shirt 7 - White,Crossed Out,Circle Frame,Petrified Skull,None,Yellow,Porcelain,None,Hat - Emoticon Black,0.0,1.0,64.22683819539341,6915
6916,Japanese Motif - Yellow,False,Shirt - Isekai Postal,None,Circle Frame,Fox Mask - Scarred,None,Orange-Red,Golden,Night,Bucket Hat Official,0.0,1.0,53.15876131548916,6916
6917,Japanese Motif - Blue,False,Kimono - Sunflower,None,Square Frame,Hype Red Mask,Maple Branch,White,Beige,None,Bucket Hat White,None,None,22.608295957220445,6917
6918,Night Sky,False,Bomber - White and Blue,None,Circle Frame,Mecha Bird - Seagull,None,Red,Porcelain,None,None,0.0,1.0,45.92592157772649,6918
6919,Bananaz!,True,Shirt - Sevens Block,None,Square Frame,LED Japanese Mask,Metal Monkey Staff,Black,Espresso,Night,Beanie - Painted,0.0,1.0,78.72525100447814,6919
6920,Pixel - Day on an Island,False,Hoodie - Tongue,Attached Diamonds,Circle Frame,Lion - Fire Breath,None,White,Beige,None,Hat - 7 Black,0.0,1.0,69.14589847517257,6920
6921,Red,True,Hoodie - Tongue,None,Square Frame,Full Face Mask - Double Line,Chef Knife,Black,Golden,Night,Beanie - White,None,None,35.755407821413606,6921
6922,Sakura Tree,True,Shirt 7 - White,Emoticon,Minimal Frame,Akuma Half Mask - Black,None,Orange-Red,Porcelain,Night,Bucket Hat Akuma,None,None,38.91135765817641,6922
6923,Night Sky,False,Hoodie - One Shoulder Lotus,None,Square Frame,Game Helmet - Shiba Inu,Yellow Katana,Orange-Red,Beige,None,None,None,None,15.161864197170235,6923
6924,Pixel - Piano in a Sea,False,Shirt 7 - Black,Seven,Minimal Frame,Demon Fire Mask,Metal Monkey Staff,Orange-Red,Porcelain,Light,Beanie - Gray,None,None,41.17904320802243,6924
6925,Light Blue,False,Sweater - One Shoulder Blue Demon,None,Circle Frame,Golden Chain Skull,None,Black,Porcelain,No Aura Plain,Bucket Hat Akuma,0.0,1.0,59.64312836359201,6925
6926,Bananaz!,True,Hoodie - One Shoulder Lotus,None,Minimal Frame,Petrified Demon Mask,None,White,Espresso,None,Beanie - White,0.0,1.0,66.74244017752088,6926
6927,Pixel - Day on an Island,False,Bomber - Black,Seven,Square Frame,Beak Mask - Metal,Metal Pipe,Orange-Red,Beige,None,Hat - HERO hat,0.0,1.0,79.28865411273087,6927
6928,Night Sky,True,Shirt - Pixel,Crossed Out,Minimal Frame,LED Japanese Mask,None,Yellow,Beige,None,Rice Hat - Shadow,None,None,36.38542408624654,6928
6929,Japanese Motif - Blue,True,Hoodie - One Shoulder Fire,Flame,Circle Frame,LED Japanese Mask,Sakura Branch,Yellow,Espresso,No Aura Plain,Beanie - White,None,None,57.37931974040734,6929
6930,Japanese Motif - Pink,False,Sweater - One Shoulder Red Demon,Flame,Minimal Frame,Sevens Japanese Mask,Dark Chef Knife,Yellow,Porcelain,Night,Beanie - Yellow,None,None,36.554357031437085,6930
6931,Red,True,Shirt - Japanese Black,Crossed Out,Square Frame,Hype Red Mask,None,White,Porcelain,Night,Bucket Hat Painted,None,None,35.084550977332555,6931
6932,Night Sky,False,Shirt - Taped Banana,Emoticon,Minimal Frame,Petrified Skull,Gold Katana,Yellow,Porcelain,Night,Bucket Hat White,0.0,1.0,80.42226081260407,6932
6933,Pixel - Piano in a Sea,None,Shirt 7 - Black,No Tattoo,Circle Frame,Sevens Japanese Mask,Metal Monkey Staff,Orange-Red,Beige,Light,Rice Hat - Shadow,None,None,54.77145093855542,6933
6934,Colorful Clouds,False,Hoodie - Painted,None,Square Frame,Hype Red Mask,Metal Monkey Staff,Red,Espresso,None,Bucket Hat White,None,None,23.152075641522913,6934
6935,Shooting Stars,False,Shirt - Pixel,Seven,Square Frame,LED Japanese Mask,None,Yellow,Espresso,Night,Bucket Hat Painted,None,None,23.472257229458595,6935
6936,Shooting Stars,None,Bomber - White and Blue,Sakura Petal,Circle Frame,Fox Mask - LED Scarred,No Item,Red,Porcelain,No Aura,Beanie - Yellow,None,None,60.99122085893246,6936
6937,Pixel - Day on an Island,False,Shirt 7 - White,Sakura Petal,Minimal Frame,Akuma Half Mask - Black,Yellow Katana,White,Porcelain,Light,Bucket Hat White Kumo Motif,None,None,42.05318719310286,6937
6938,Japanese Motif - Pink,False,Lab Coat,Seven,Circle Frame,Elder Skull,Metal Pipe,Black,Porcelain,No Aura Plain,Hat - Emoticon White,0.0,1.0,86.00648096993774,6938
6939,Shooting Stars,True,Shirt - Japanese Black,None,Circle Frame,Painted Black Mask,Red Katana,White,Beige,None,Rice Hat - Package,0.0,1.0,78.18114895177351,6939
6940,Pixel - Day on an Island,False,Sweater - Black and Orange,Seven,Circle Frame,Motorcycle Helmet - Roughed,None,Black,Espresso,None,None,0.0,1.0,60.140525144010425,6940
6941,Light Blue,False,Hoodie - Emoticon,None,Minimal Frame,Red-eyed Owl,None,Yellow,Golden,Light,Hat - HERO hat,0.0,1.0,58.47938000360654,6941
6942,Japanese Motif - Blue,False,Shirt 7 - Black,Seven,Circle Frame,Painted Black Mask,Metal Monkey Staff,Yellow,Golden,Night,Bucket Hat White Kumo Motif,None,None,34.40968040495292,6942
6943,Light Blue,None,Hoodie - Sunflowers,No Tattoo,Circle Frame,Motorcycle Helmet - Black,No Item,Yellow,Golden,Night,No Hat,None,None,48.80414308175592,6943
6944,Red,None,Kimono - Sunflower,Emoticon,Circle Frame,Motorcycle Helmet - White,Dark Katana,Red,Porcelain,No Aura,No Hat,None,None,61.8554377325426,6944
6945,Japanese Motif - Blue,True,Kimono - Blue Green,None,Minimal Frame,Full Face Mask - Double Line,Gold Chef Knife,Yellow,Espresso,Night,Beanie - Black,0.0,1.0,80.13793884241854,6945
6946,Bananaz!,False,Kimono - Blue Green,Seven,Minimal Frame,Elder Skull,None,Red,Espresso,None,Bucket Hat Red Kumo Motif,None,None,23.675721555954052,6946
6947,Japanese Motif - Blue,True,Shirt - Isekai Postal,None,Minimal Frame,Mascot - Joyful cat,Gold Chef Knife,Black,Espresso,None,None,None,None,30.413919652574624,6947
6948,Painted Brush,False,Kimono - Eth Checkered,Seven,Square Frame,Fox Mask - Scarred,None,White,Golden,Night,Hat - Painted,None,None,23.701037503375204,6948
6949,Pixel - Piano in a Sea,False,Hoodie - Painted,Emoticon,Circle Frame,Mascot - UwU cat,Banana,Yellow,Golden,Light,None,None,None,35.42082931467602,6949
6950,Colorful Clouds,True,Shirt - Isekai Postal,None,Square Frame,Painted Black Mask,Maple Branch,Black,Espresso,Night,Rice Hat - Sunflower,None,None,37.12265389000037,6950
6951,Japanese Motif - Yellow,False,Shirt - Pixel,None,Minimal Frame,Fox Mask - Emoticon,None,Orange-Red,Espresso,No Aura Plain,Beanie - Yellow,0.0,1.0,59.719169099905365,6951
6952,Pixel - Piano in a Sea,False,Kimono - Eth Checkered,3 Sevens,Minimal Frame,Full Face Mask - X,Dark Katana,White,Espresso,None,Beanie - Yellow,0.0,1.0,82.7848393871214,6952
6953,Pixel - Piano in a Sea,False,Shirt 7 - Black,None,Minimal Frame,Mecha Bird - Seagull,None,Black,Golden,None,None,0.0,1.0,44.92983025082239,6953
6954,Red,None,Hoodie - Sunflowers,No Tattoo,Square Frame,Motorcycle Helmet - White,Gold Pipe,White,Espresso,Night,No Hat,None,None,51.80856915415855,6954
6955,Light Blue,False,Hoodie - Sunflowers,None,Circle Frame,Full Face Mask - X,Red Space Fork,White,Beige,Night,Beanie - Orange,0.0,1.0,66.22445052151978,6955
6956,Red,None,Hoodie - One Shoulder Fire,No Tattoo,Square Frame,Fox Mask - LED Scarred,Dark Katana,Red,Golden,No Aura,Bucket Hat Akuma,None,None,61.32670484671811,6956
6957,Pixel - Piano in a Sea,None,Sweater - One Shoulder Red Demon,No Tattoo,Minimal Frame,Mascot - Shiba Inu,No Item,Red,Beige,Light,No Hat,None,None,55.883167146545844,6957
6958,Red,False,Sweater - Space,None,Circle Frame,Game Helmet - Shiba Inu,None,Yellow,Beige,Light,None,None,None,8.356447067322728,6958
6959,Night Sky,None,Hoodie - Tongue,Seven,Circle Frame,Red-eyed Owl,Chef Knife,Red,Porcelain,Night,Beanie - Orange,None,None,51.468728807169796,6959
6960,Bananaz!,None,Lab Coat,No Tattoo,Circle Frame,Hype Red Mask,Banana,Yellow,Porcelain,No Aura Plain,Rice Hat - Kintsugi,None,None,58.20172805732111,6960
6961,Japanese Motif - Blue,False,Sweater - Kintsugi,Seven,Minimal Frame,Fox Mask - Emoticon,None,Yellow,Espresso,None,Rice Hat - Shadow,None,None,23.863722258469767,6961
6962,Red,False,Kimono - Blue Green,None,Minimal Frame,Petrified Skull,None,Red,Porcelain,None,Bucket Hat White Kumo Motif,0.0,1.0,52.05024100064829,6962
6963,Bananaz!,True,Shirt - Sevens Block,Heart 7,Circle Frame,Hype Red Mask,None,Orange-Red,Golden,No Aura Plain,Bucket Hat Black,None,None,43.683446536068864,6963
6964,Night Sky,True,Kimono - Sunflower,None,Circle Frame,Mascot - Joyful cat,None,Red,Espresso,None,None,None,None,16.228381991585763,6964
6965,Shooting Stars,False,Hoodie - Fire Heart,None,Circle Frame,Beak Mask - Darkened,Banana,Orange-Red,Espresso,Night,Hat - 7 White,None,None,23.070929006341636,6965
6966,Japanese Motif - Pink,False,Sweater - Space,Sakura Petal,Circle Frame,LED Japanese Mask,Maple Branch,White,Golden,No Aura Plain,Hat - 7 White,0.0,1.0,87.23096188896632,6966
6967,Japanese Motif - Yellow,None,Hoodie - Sunflowers,No Tattoo,Minimal Frame,Mascot - Shiba Inu,No Item,White,Beige,No Aura Plain,No Hat,None,None,55.92381384374612,6967
6968,Shooting Stars,False,Shirt 7 - Black,3 Sevens,Square Frame,Hype Black Mask,None,Black,Espresso,None,Bucket Hat White,None,None,22.902860141360453,6968
6969,Red,None,Shirt 7 - Black,No Tattoo,Minimal Frame,Mascot - UwU cat,No Item,White,Porcelain,Night,No Hat,None,None,46.62407812565873,6969
6970,Shooting Stars,False,Sweater - Black and Orange,None,Minimal Frame,Full Mask,None,Orange-Red,Espresso,None,Rice Hat - Sunflower,0.0,1.0,52.84816630165415,6970
6971,Shooting Stars,False,Hoodie - Kintsugi 7,None,Circle Frame,Game Helmet - Shiba Inu,None,Yellow,Golden,None,None,0.0,1.0,45.81914886971772,6971
6972,Painted Brush,False,Shirt - Sevens Block,None,Circle Frame,Hype Red Mask,Maple Branch,White,Espresso,None,Bucket Hat Akuma,None,None,22.059389995657746,6972
6973,Pixel - Day on an Island,False,Kimono - Blue Green,Greek Letters,Circle Frame,Motorcycle Helmet - Roughed,None,White,Golden,None,None,0.0,1.0,61.61427886450483,6973
6974,Pixel - Piano in a Sea,False,Shirt 7 - White,None,Circle Frame,Sevens Japanese Mask,Red Katana,Yellow,Espresso,None,Beanie - Painted,0.0,1.0,63.220349943287125,6974
6975,Night Sky,None,Bomber - Black,Seven,Square Frame,Full Mask,Yellow Katana,Black,Porcelain,No Aura,Bucket Hat Painted,None,None,60.00087019624713,6975
6976,Japanese Motif - Pink,False,Hoodie - Sunflowers,Star,Square Frame,Emoticon Owl,None,Black,Golden,Night,Rice Hat - Sunflower,None,None,25.063156630586615,6976
6977,Night Sky,False,Sweater - One Shoulder Red Demon,None,Minimal Frame,Sevens Japanese Mask,Gold Pipe,Red,Golden,Night,Beanie - White,None,None,22.715040313255262,6977
6978,Light Blue,None,Lab Coat,No Tattoo,Minimal Frame,Full Mask,Black Scythe,Orange-Red,Porcelain,Light,Hat - Painted,None,None,57.297083835331655,6978
6979,Japanese Motif - Yellow,False,Bomber - Black,Seven,Square Frame,Sevens Japanese Mask,Yellow Katana,Orange-Red,Porcelain,Light,Beanie - Aqua,None,None,39.542634539801604,6979
6980,Japanese Motif - Blue,False,Hoodie - Sunflowers,None,Circle Frame,Full Face Mask - Double Line,Dark Chef Knife,Red,Golden,Night,Rice Hat - White,None,None,24.01123681208375,6980
6981,Colorful Clouds,False,Hoodie - Sunflowers,Flame,Minimal Frame,Mascot - UwU cat,None,Yellow,Espresso,None,None,None,None,17.261098375872105,6981
6982,Red,False,Shirt - Japanese Black,Greek Letters,Square Frame,Mascot - UwU cat,Gold Chef Knife,Black,Golden,No Aura Plain,None,0.0,1.0,79.26296125750963,6982
