,Hat Color,Glasses Frame Color,Overall Color,Shirt Color,Boot Color,Pupil Color,Hair Color,Hat,Facial Hair,Glasses,Held Item,Hair Style,Outfit,Gender,Class,Zipper Color,Helmet Glass Color,Glove Color,Suit Color,Pant Color,Shoe Color,Belt Buckle Color,Bandana Color,Belt Color,Tie Color,Life Buoy Color,Robe Color,Lifejacket Color,Miscellaneous,Jumpsuit Color,Foot Color,Vest Color,Apron Color,Special,Shirt Collar Color,Undershirt Color,String Color,Jacket Color,Spatula Color,Dress Color,Frame Color,Pants Color,Lab Coat Color,Fuel Rod Color,Gloves and Boots Color,Fish 1 Color,Skirt Color,Gloves and Foot Color,Horn Color,Hoof Color,Coat Color,Breed,Overalls Color,Shirt Accent Color,Badge Accent 1 Color,Suspender Color,Wool Color,Eye Patch Color,Feather Color,Comb and Wattle Color,Water Tank Color,Track Color,Body Color,Shirt and Pant Color,Sleeve Color,Wheel Color,Skin Color,Rarity score,Token Id
8001,None,None,None,None,None,Millbrook,Black,None,English Mustache,None,None,Bob,Weaver Outfit Formal,Male,Weaver,None,None,None,None,Japanese Laurel,Black,None,None,None,None,None,None,None,None,None,None,Lemon Ginger,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,13.055989626682482,8001
8002,None,None,None,None,None,Cement,Cod Gray,None,None,None,None,Cornrows,Robe,Male,Miller,None,None,None,None,Cocoa Brown,Dark Brown,None,None,Medium Brown,None,None,Hawaiian Tan,None,Face Mask,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,32.54760268769198,8002
8003,Screamin' Green,Screamin' Green,None,Torea Bay,Black,Millbrook,Black,Sailor Hat,Chevron Mustache,Shutter,None,Curly,Life Jacket,Male,Boat Captain,None,None,None,None,White,None,None,None,None,None,None,None,Electric Green,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,52.50357283223589,8003
8004,Heliotrope,None,None,Sail,Medium Gray,Blue,Black,Ball Cap,Pencil Mustache,None,Drill,Lob,Life Buoy,Male,Boat Captain,None,None,None,None,White,None,None,None,None,None,Yellow,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,40.950889718067444,8004
8005,None,Scarlet,None,Lemon Ginger,None,Cement,Mine Shaft,None,None,Open Frame,None,Bangs,None,None,Miller,None,None,None,None,Black,Light Brown,None,None,Light Brown,None,None,None,None,None,None,None,None,None,Zombie,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,51.55683388778009,8005
8006,Screamin' Green,None,Gray Olive,Amethyst Smoke,None,Blue,Mine Shaft,Ivy Cap,Bush Beard,None,None,Ponytail,Checkered Shirt and Dungarees,Male,Farmer,None,None,None,None,None,Dark Brown,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,19.9912096350847,8006
8007,Orient,None,None,Tussock,Medium Gray,Deep Sea Green,Nomad,Ivy Cap,None,None,Hammer,Pageboy,Casual Rancher Outfit,Male,Rancher,None,None,None,None,Gray Olive,None,None,Armadillo,Medium Gray,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,43.44536565273649,8007
8008,Armadillo,None,None,Black,None,Millbrook,Chicago,Flat Cap,Chevron Mustache,None,Steel,Curly,Tank Top Belly,Male,Trucker,None,None,None,None,Merlin,Black,None,None,Dark Brown,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,24.05531361675826,8008
8009,Electric Violet,None,None,Cream Can,Medium Gray,Millbrook,Cumin,Ivy Cap,Handlebar Mustache,None,None,Curly,Life Buoy,Male,Boat Captain,None,None,None,None,Cocoa Brown,None,None,None,None,None,Yellow,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,32.969526503372975,8009
8010,None,Electric Violet,None,Blue,None,Millbrook,Chicago,None,Pencil Mustache,90s,None,Payot,Admiral Uniform,Male,Freight Captain,None,None,None,None,Blue,Light Gray,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Electric Violet,None,None,None,None,None,None,None,None,None,None,None,None,42.507739917871895,8010
8011,Screamin' Green,Armadillo,None,Gimblet,None,Blue,Black,Flat Cap,Goatee Beard,Open Frame,Shovel,Quiff,Lumberjack Date Night,Male,Lumberjack,None,None,None,None,Butterfly Bush,Dark Gray,None,None,Light Brown,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,47.10813031553746,8011
8012,None,None,None,White,None,Cement,Cumin,None,Hungarian Mustache,None,None,Afro,Admiral Uniform Day Off,Male,Freight Captain,None,None,None,None,White,Dark Brown,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Electric Violet,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,18.912481318585936,8012
8013,Yellow,Scarlet,None,Hawaiian Tan,None,Deep Sea Green,Black,Ball Cap,Goatee Beard,Luxury,Spyglass,Lob,Checkered Shirt,Male,Factory Worker,None,None,None,None,Shadow,Medium Gray,None,None,Dark Gray,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,48.23571959177108,8013
8014,Screamin' Green,None,None,Gimblet,None,Cement,Chicago,Ivy Cap,Pencil Mustache,None,Flask,Ponytail,Medallion ,Male,Trucker,None,None,None,None,Merlin,Light Gray,None,None,White,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,25.277985180905603,8014
8015,Orient,None,None,White,None,Millbrook,Millbrook,Reverse Cap,None,None,None,Quiff,Captain Uniform,Female,Freight Captain,None,None,None,None,White,Medium Brown,None,None,None,Electric Violet,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,29.949021303355305,8015
8016,None,None,None,None,None,None,None,None,None,None,Computer,None,Radiation Suit Oxygen Pack,None,Nuclear Engineer,None,Black,None,Yellow,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Pelorous,Dark Gray,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,72.42371878174919,8016
8017,Screamin' Green,None,None,Armadillo,Medium Gray,Cement,Black,Ivy Cap,None,None,None,Lob,Checkered Rancher Outfit,Female,Rancher,None,None,None,None,Elm,None,None,White,Black,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,36.86448235382137,8017
8018,Screamin' Green,None,None,Pastel Green,Dark Gray,Cement,Black,Stetson,English Mustache,None,None,Ponytail,Checkered Rancher Outfit,Male,Rancher,None,None,None,None,Japanese Laurel,None,None,White,Dark Gray,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,36.0514217519351,8018
8019,Black,None,Twine,Tussock,None,Millbrook,Cumin,Ball Cap,Horseshoe Mustache,None,Computer,Payot,Checkered Shirt and Dungarees,Male,Farmer,None,None,None,None,None,Black,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,23.707886207486542,8019
8020,Orient,None,Twine,Terracotta,None,Cement,Mine Shaft,Reverse Cap,None,None,Drill,80s,Muddy Dungarees,Female,Farmer,None,None,None,None,None,Black,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,25.853349577209794,8020
8021,Electric Violet,None,None,Torea Bay,None,Cement,Cumin,Fedora,Goatee Beard,None,Hammer,Curly,Tank Top,Male,Trucker,None,None,None,None,Japanese Laurel,Dark Gray,None,None,Medium Brown,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,24.78786682114381,8021
8022,None,None,None,None,None,Millbrook,Chicago,None,None,None,None,Bob,Miller Bartender,Male,Miller,None,None,None,None,Blue Vogue,Dark Brown,None,None,Black,None,None,None,None,None,None,None,Torea Bay,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,15.395030284881908,8022
8023,None,None,None,Dull Lavender,None,Cement,Cod Gray,None,None,None,None,Bob,Disco Miller,Male,Miller,None,None,None,None,Gray Olive,Medium Gray,None,None,Black,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,3.0660898369348795,8023
8024,Yellow,None,None,None,Black,Blue,Black,Ball Cap,Horseshoe Mustache,None,Steel,Ponytail,Safety Vest and Utility Belt,Male,Builder,None,None,None,None,Orange,None,None,None,None,None,None,None,None,None,None,None,Saratoga,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,37.36522765276569,8024
8025,Scarlet,Orient,Twine,Dull Lavender,None,Cement,White,Ball Cap,Pencil Mustache,Luxury,Drill,Cornrows,Farmer Dungarees,Male,Farmer,None,None,None,None,None,Light Brown,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,46.731664241405845,8025
8026,None,Screamin' Green,None,Amethyst Smoke,None,Millbrook,White,None,None,90s,None,Crew Cut,Miller Dress,Female,Miller,None,None,None,None,None,Black,None,None,Dark Brown,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Butterfly Bush,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,41.91302472201551,8026
8027,None,None,Twine,Saratoga,Dark Brown,Millbrook,Nomad,None,None,None,Hatchet,Long Fringe,Pig Farmer,Female,Farmer,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,25.22062759090624,8027
8028,Scarlet,Armadillo,None,None,None,Millbrook,Black,Straw Hat,None,Luxury,None,Ponytail,Single-breasted Chef Jacket,Female,Chef,None,None,None,None,Regent Gray,Medium Gray,None,None,None,None,None,None,None,None,None,None,None,Blue,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,44.73743283396227,8028
8029,Electric Violet,None,None,Lemon Ginger,Dark Brown,Blue,Black,Ball Cap,Bush Beard,None,Chainsaw,Afro,Lumberjack Shirt and Braces,Male,Lumberjack,None,None,None,None,Emperor,None,None,None,Light Brown,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,32.89048706822327,8029
8030,None,None,None,None,None,Millbrook,White,None,None,None,None,Long & Tied Up,Miller Bartender,Female,Miller,None,None,None,None,Indian Khaki,Medium Gray,None,None,Medium Gray,None,None,None,None,None,None,None,Portage,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,23.848061836327098,8030
8031,Orient,None,None,Mandy's Pink,None,Deep Sea Green,White,Straw Hat,None,None,Pickaxe,Dreds,Gingham Lumberjack Dress,Female,Lumberjack,None,None,None,None,None,Black,None,None,Dark Gray,None,None,None,None,None,None,None,None,None,None,None,Japanese Laurel,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,39.262396376221844,8031
8032,Red,None,Pink,Pastel Green,Medium Brown,Deep Sea Green,Black,Stetson,Pencil Mustache,None,Drill,Payot,Overalls and Backpack,Male,Builder,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,35.99848230829437,8032
8033,Orient,None,None,Terracotta,None,Cement,Cod Gray,Flat Cap,Chevron Mustache,None,Drill,Lob,Tank Top,Male,Trucker,None,None,None,None,Blue Vogue,Black,None,None,Dark Brown,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,24.60733096419379,8033
8034,Armadillo,None,Japanese Laurel,Lemon Ginger,Black,Millbrook,Millbrook,Hard Hat,None,None,Hammer,Side-Swept,Rancher Checkered Dungarees,Male,Rancher,None,None,None,None,None,None,Black,Screamin' Green,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,54.44395574516396,8034
8035,Pelorous,None,None,Terracotta,None,Cement,Cod Gray,Flat Cap,Comb Mustache,None,Drill,Lob,Medallion ,Male,Trucker,None,None,None,None,Gray Olive,Black,None,None,Black,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,22.346401808955434,8035
8036,None,None,None,Hawaiian Tan,None,Millbrook,Chicago,None,None,None,None,Pageboy,Miller Outfit,Male,Miller,None,None,None,None,Butterfly Bush,Dark Brown,None,None,Black,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,3.453027326619022,8036
8037,None,None,None,None,None,Millbrook,White,None,None,None,None,Afro,Robe,Male,Miller,None,None,None,None,White,Black,None,None,Black,None,None,Gossip,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,14.316887738687821,8037
8038,None,Screamin' Green,None,None,None,Blue,White,None,Bush Beard,Luxury,None,Pageboy,Chemist,Male,Chemical Engineer,None,None,Orange,None,None,Medium Brown,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,White,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,White,None,None,None,67.76669139869266,8038
